metal_impurity,process_time,sintering_temp,humidity,capacity,residual_li,quality_defect
0.021029585,77.85296826,773.7380728,40.27287261,214.156,2618.882,0
0.035115498,67.59608463,834.1050048,42.61690846,183.571,4384.279,0
0.022984003,72.67931208,820.2828036,48.49863207,210.132,2461.735,0
0.018129914,93.3928106,767.1084979,41.83501584,204.46,3369.029,0
0.019772484,83.907891,817.8076535,47.60588237,201.65,4254.735,0
0.01725565,68.94560151,826.6390626,59.99732214,202.318,3269.503,0
0.020998245,72.69113077,805.354894,63.45453295,197.839,4175.181,0
0.030155654,70.09138972,803.029053,50.48308743,193.359,3242.686,0
0.023319766,68.08729647,789.6015485,48.37668812,211.688,2468.589,0
0.029146271,69.30654499,808.5910165,57.96561109,193.405,3847.59,0
0.027451811,67.81463487,802.5300767,58.7998372,195.947,2767.159,0
0.024408511,77.52554434,791.6093114,44.97547133,207.093,2566.325,0
,75.7170494,790.5561408,33.06676441,220.815,2141.957,0
0.025186371,87.17491688,740,40.97775388,189.197,3719.135,0
0.026234573,59.08632536,839.6070412,50.28461182,195.719,3285.816,0
0.023812364,,817.9280995,47.1053397,214.058,3008.402,0
0.02808109,69.2115229,806.0807931,55.33258135,198.501,2366.854,0
0.030042926,60.68385245,802.7043739,45.32100692,205.465,3166.565,0
0.034743712,87.14683218,764.3549108,48.23226146,188.263,4535.874,0
0.041003692,71.92302772,751.6425422,59.95957903,175.911,3571.921,1
0.027608451,,798.4368891,58.39471688,197.667,3044.117,0
0.025797487,64.6895932,783.9061164,45.02234044,197.545,2928.216,0
0.01672271,84.92803593,805.0296882,45.0226584,212.97,2947.157,0
0.026459358,95.56414524,788.1942796,50.95380689,202.942,3105.973,0
0.016296145,75.30605398,799.6420469,53.58659253,210.435,3387.709,0
0.016728868,78.80830164,815.3020434,51.69287786,208.442,2773.29,0
0.037890136,71.96680673,813.7038839,28,198.11,3297.831,0
0.019466289,62.53814363,830.0177818,49.98464117,200.5,4266.909,0
0.031246637,70.81234941,795.2381103,44.06246325,201.992,2916.703,0
0.035693244,,818.9944187,58.83743372,177.043,3363.549,0
0.018545961,68.75047553,800.4004665,55.05585187,209.35,3068.068,0
0.010875739,61.68360629,832.1107522,49.12212655,216.79,2876.803,0
0.026448149,75.87638646,808.332457,,193.424,3420.141,0
0.03532198,63.95997366,793.2291415,45.99404205,204.54,2845.091,0
0.017912122,63.67515661,763.03865,52.52838297,201.245,3684.555,0
0.026240314,74.22262322,807.655266,59.50107514,191.984,3268.833,0
0.022712722,68.29245388,830.2109437,55.41921095,202.316,3762.457,0
0.032412788,77.30615506,779.4438308,42.35499866,201.952,2437.368,0
0.014049587,81.39569661,769.5201433,53.28937534,197.798,3359.48,0
0.021096027,63.23107112,822.1531454,41.42429958,202.758,3556.903,0
0.020199505,70.6858037,786.9302978,51.81428837,204.267,3961.531,0
0.027844092,65.19834775,774.8933904,50.8831658,200.275,2795.743,0
0.018524851,84.5101013,810.2634312,51.44291154,205.782,3080.43,0
0.022730523,66.41189463,835.496198,54.78677638,198.322,2861.273,0
0.020508639,62.8846092,828.2288695,47.82660493,205.072,2755.516,0
0.025410772,73.46133468,789.2185659,53.60253822,195.045,3025.072,0
0.025698467,55.38328635,826.6077287,33.22039234,211.233,2266.476,0
0.016055997,50.57148112,793.4045849,49.28962842,215.82,3200.056,0
0.015697262,72.83693912,802.9216245,46.9260327,210.409,2831.181,0
0.031066787,68.87790948,768.2622574,50.01071877,194.147,2392.182,0
0.024196334,,788.902119,43.11326657,215.474,3084.481,0
0.02800715,86.87177627,762.9260344,49.32119575,190.679,3257.374,0
0.02545927,80.14168781,768.3711792,55.06286332,197.166,2991.633,0
0.007133156,83.10133403,825.0453701,47.94676707,220.832,3227.687,0
0.030191516,57.6822276,821.2276737,46.11044695,192.356,3403.67,0
0.012451849,74.84222284,771.7655187,57.09407244,207.553,3066.828,0
0.030485156,87.49684042,768.6680269,,180.384,4709.981,1
0.022481756,62.3650849,794.7598287,54.47632296,199.4,2618.906,0
0.021426749,76.13392553,824.9164276,,211.898,3955.028,0
0.019094063,67.92530843,766.8693266,46.70280497,206.395,2825.106,0
0.022533277,86.81833045,808.4255696,44.97212216,214.5,2352.175,0
0.023386534,74.67670136,811.4369458,49.6035293,208.012,2201.268,0
0.016037998,57.55809663,823.0209087,52.98441855,207.114,2636.897,0
0.017260284,74.89715009,799.0911788,33.88717924,222.387,1892.914,0
0.028957405,58.50744022,844.8232146,46.48756872,196.889,2743.117,0
0.027556487,80.75855646,797.1588521,50.42785301,201.785,3183.861,0
0.013753003,75.90390542,769.9121099,47.2198127,214.93,3000.309,0
0.028467303,55.54536724,829.7233603,38.11955617,201.095,3126.118,0
,60.6728513,777.933386,37.28881949,219.058,2400.675,0
0.009765235,68.90585945,802.5004673,53.74842223,214.449,3607.757,0
0.03009791,73.45343409,822.0707136,68.47875538,179.238,3822.912,1
0.032670376,65.24056087,804.3214953,65.30363846,176.823,4179.178,1
0.017362778,69.01126003,776.1779575,56.8960004,204.409,3021.579,0
0.032320837,66.77489311,824.9050175,53.2388407,172.796,4181.371,1
0.01673876,60.85691197,781.0105289,28,227.81,1397.739,0
0.024577981,82.40587426,784.2698768,44.62470381,202.542,2620.395,0
0.026423888,66.49679671,809.4697996,38.72144457,205.109,2687.923,0
0.02446675,78.30371321,846.0468218,49.92964248,198.102,3788.504,0
0.028496496,60.77080247,825.0003172,57.96392226,189.497,3937.241,0
0.020118581,65.46426994,839.404794,56.5954165,201.231,3668.313,0
0.045952853,72.01991994,764.3906487,49.33240973,163.999,3879.959,1
0.021243876,77.11422817,829.0190041,48.84777872,206.479,4716.498,0
0.02174087,86.20587005,826.0876242,46.83804684,198.831,3269.527,0
0.014402146,69.56443688,807.91294,43.16992622,221.117,2188.26,0
0.043591642,81.57385805,767.9684401,59.00035137,180.577,3385.984,1
0.025611036,84.46731942,,53.59982673,197.197,3182.939,0
0.031545097,62.31328895,809.1624061,51.42992771,193.389,3406.344,0
0.02475683,76.95846441,768.4225513,55.69581618,194.01,3301.319,0
0.020709932,73.9140618,796.6189848,49.65493128,211.436,2492.698,0
0.034517208,76.84410732,740,44.2809875,184.167,4482.579,0
0.025775794,62.77852014,764.7670903,58.63103231,190.961,3939.184,0
0.015361292,61.0548543,782.3063731,66.07004309,199.629,3329.08,0
0.020493525,,769.2618002,49.16033475,203.867,2695.39,0
0.038588296,65.85146517,799.167931,45.34622921,200.514,2479.806,0
0.029867852,61.19307406,803.2188108,51.1193945,197.628,3105.834,0
0.018531429,70.73530428,803.144232,50.20102969,215.597,2331.602,0
0.019099243,74.60540773,808.4459404,52.76581264,206.557,2435.392,0
0.042849485,76.75118949,746.6119313,42.12004058,175.648,4101.964,1
,68.92332701,806.9804293,51.90880633,198.505,2695.501,0
0.026657378,80.54368057,765.3275444,54.06463284,201.239,3533.993,0
0.031440879,73.97727719,803.7433413,54.25703499,190.102,2718.859,0
0.030247738,79.816018,823.6237045,51.53936894,187.587,2468.716,1
0.023703228,71.96309804,749.7859849,49.86369689,187.779,4390.169,0
0.038582481,,796.5762954,30.68713719,205.481,1830.068,0
0.029470999,72.107865,792.9606151,60.18306215,191.634,3551.512,0
0.020378131,94.23916076,789.4836395,69.0956144,186.055,3989.988,0
0.031064039,71.03721781,806.526006,44.41055651,194.071,2972.632,1
0.025283752,78.68093393,752.2131645,44.19187922,207.368,2835.223,0
0.016663462,73.98464649,779.2426245,51.98358049,206.371,3166.869,0
,76.97763652,791.9776705,46.27385468,188.951,2654.503,0
0.035458356,76.21296579,817.5120804,65.2232597,174.597,4668.422,1
0.023108498,86.116131,745.7260628,41.89852919,187.822,3669.434,1
0.03114639,59.43022173,808.1068148,65.38356955,181.506,4450.935,1
0.026779409,76.41528708,,48.28499912,202.03,2893.38,0
0.029203838,81.50539877,792.7290566,61.81914932,192.31,3186.651,0
0.029572219,66.77736899,798.3841234,43.80391951,213.356,2003.17,0
0.015147041,56.12341851,826.1415004,50.56335302,197.588,3060.623,0
0.032595626,73.43638277,798.0628665,42.6579717,214.765,2223.429,0
,67.87393479,834.5268909,51.68533502,204.399,4165.751,0
0.018935809,84.48202277,794.2743519,58.87335849,204.107,3549.74,0
0.026286343,67.08408638,797.5939088,47.39441512,212.833,2564.111,0
0.023538731,68.7254889,809.0798134,50.73883231,196.098,3713.831,0
0.0367484,89.84827387,769.3584548,49.94306516,179.55,3952.252,1
0.039322607,77.38572915,804.2457365,59.77382933,182.621,3901.359,0
0.023392292,81.44717076,790.2522534,50.45928057,209.73,2767.189,0
0.012093215,66.23023088,773.3454342,45.3014339,210.05,3149.081,0
0.029039723,70.22240341,796.4053251,55.29102552,190.212,3811.423,0
0.022011915,71.55142517,770.3298818,53.14701496,194.931,3299.948,0
0.022104543,74.33022462,818.3811072,55.42819161,195.4,3802.674,0
0.023461559,72.48834528,752.292946,55.83863031,185.931,4578.01,0
0.022566112,67.36756584,768.3667425,52.13388934,198.211,3506.701,0
0.037031251,80.11537508,790.3703128,47.86869173,194.995,2813.987,0
0.023330774,76.26673369,789.0706518,48.95979151,202.268,2466.745,0
0.02296194,53.14334933,765.5086913,54.41487017,192.126,4459.855,0
0.026951663,74.06338154,792.6977331,58.21524597,202.433,3939.024,0
0.02312466,86.15834294,797.5419766,36.24671093,219.198,1611.841,0
0.029880397,65.94601367,781.8156503,43.58704927,202.902,2902.049,0
0.027828604,86.58972457,766.4671372,43.03027142,195.662,3487.007,0
0.032149738,71.25109225,806.7641587,40.37842731,205.732,2579.055,0
0.0298877,77.83290568,806.5024824,51.907107,199.835,2752.857,0
0.013838898,79.30731357,824.5986751,56.15885514,205.689,2924.77,0
0.022953386,72.20767681,777.5540688,43.71218714,213.281,2464.089,0
0.019307655,70.66980555,812.3556837,57.72136394,204.205,2958.711,0
0.032669835,61.3882177,860,53.47207859,166.481,3842.399,1
0.020652617,71.36890549,847.0812504,64.21746272,185.473,4327.634,1
0.02026988,76.52430425,785.4429167,,203.055,2908.097,0
0.040292575,71.2047867,821.0071182,46.17533554,183.17,3784.049,0
0.022423359,69.93815652,824.5413062,42.05041698,206.133,3220.777,0
,86.13241518,782.6023722,53.98338347,188.923,3337.379,0
0.02468139,45.26395767,843.1144768,46.05712185,185.774,3699.978,0
0.022084429,72.70526393,813.1680382,48.61703134,205,2854.3,0
0.034876332,82.67887452,771.8686435,50.45197354,189.725,4052.814,0
0.018461051,68.4996958,807.0070044,51.2675844,203.36,3169.72,0
0.022523333,72.56689401,820.7923642,51.0549905,208.639,2497.427,0
0.012213676,83.93491438,758.8754438,36.28411284,213.229,2966.233,0
0.024293506,80.76277281,781.319326,53.12363946,200.636,3448.831,0
0.023221174,67.38493775,789.7559783,56.18031846,208.799,3366.234,0
0.011601957,82.56655722,837.287291,53.37831215,210.34,2415.225,0
0.02033169,77.41932598,782.2393889,56.7704325,208.454,3228.368,0
0.029514323,69.73837652,809.9126766,42.45856068,211.787,2827.016,0
0.033415547,81.7370734,792.2638631,54.80767428,196.102,3056.068,0
0.005,70.21015342,756.2513561,54.83994701,205.055,4364.52,1
0.029613969,80.75923362,789.380222,40.26717028,200.543,2736.634,0
,74.85002105,792.5773878,35.10012198,213.548,1579.563,0
0.020860373,58.01836369,843.7693409,42.5514121,201.986,3232.191,0
0.024764588,74.99900569,808.9086411,45.68371854,200.873,2651.85,0
0.017290144,82.00030626,809.0401006,46.52639653,221.601,2586.854,0
0.023528541,67.95496202,789.3347106,44.80589664,197.596,3112.72,0
0.02150198,82.6200061,784.3269408,54.63425577,197.198,3798.3,1
0.033002837,58.73140284,828.1641401,49.68720863,184.805,2899.662,0
0.022185679,82.02449213,770.5948722,45.03585103,199.887,3084.874,0
0.01886944,73.89064081,801.7797716,58.27028934,210.853,2920.038,0
0.024760537,92.70012871,759.8431854,48.44016091,193.025,3761.569,0
0.021180714,59.64833498,746.9790178,55.05019784,188.078,4337.673,1
0.033532227,78.39400991,795.3098078,50.10684473,199.571,3168.684,0
0.013410449,52.97127927,840.6974446,53.57329212,194.854,3937.173,0
0.032006932,45,813.4642846,47.55104761,182.461,3437.511,1
0.00984736,77.07973747,793.8492271,60.32823244,216.254,2635.148,0
0.023210776,70.48374324,816.1684134,53.23985855,202.362,2967.286,0
0.036172862,77.0424827,814.4881974,32.24420593,207.798,2851.563,0
0.020487602,75.45667205,820.3134462,50.67729025,204.693,3369.784,0
0.035922084,69.85611345,786.2367689,56.49388568,188.759,3831.584,1
0.030309359,67.95237749,815.5213663,,197.891,2251.613,0
0.005,67.97522035,853.3692619,47.18187972,209.458,4170.144,0
0.01267028,,776.8042221,48.09250919,211.489,2958.115,0
0.030555129,74.51605439,778.2737872,47.81036803,199.392,2290.005,0
0.017249514,75.37939112,743.2987182,49.64003834,200.374,3705.742,0
0.028370948,85.60529984,790.1472391,44.846334,201.295,3020.493,0
0.035304727,,769.372234,47.16329962,191.235,3713.183,0
0.015253358,70.71785567,740,44.04013649,195.487,4122.387,0
0.028916423,60.45332898,831.5941657,59.07031418,188.95,3568.731,0
0.033873865,65.82002791,825.0456108,48.05904762,191.087,3163.234,0
0.009376248,69.55185406,796.0797865,55.91754007,221.111,3056.989,0
0.028718849,66.40301691,818.100962,54.32904671,187.271,3883.324,0
0.039655527,82.01737194,752.1423685,39.49465825,191.599,3332.96,0
,65.21831486,835.4893948,46.31178976,201.898,3495.927,0
0.026753459,88.13795317,761.3703577,47.75945098,197.204,3103.137,0
0.019809699,69.24470879,787.650151,61.02188989,200.162,3668.499,0
0.006559771,66.77310335,830.2842714,32.45965207,230,2047.096,0
0.013389525,66.84202363,805.5732436,62.17360362,204.541,3006.738,0
0.013278379,73.25014749,812.3541453,45.30787479,219.784,3059.615,0
0.025469204,56.91559987,831.3140771,65.14439108,188.044,4142.278,1
0.016430875,59.06960789,811.2516901,51.16411844,216.645,2762.462,0
0.021597742,64.83318603,806.0229438,47.43567697,211.583,2661.514,0
0.030520874,86.8249247,769.9089311,49.13413329,187.282,2955.386,0
0.010339143,74.42397573,841.2220446,52.87165153,204.87,3484.675,0
0.018783748,78.07097715,825.1349093,53.75488528,206.827,3028.688,0
0.032811371,74.14738032,821.6272659,60.13043646,170.911,4150.552,1
0.015845075,64.32173136,797.5768858,61.28129596,204.274,3261.784,0
0.041192532,72.05516254,829.4425873,59.9030695,165.912,3281.759,1
0.02375998,76.89352881,809.9849169,42.82005623,198.063,2741.341,0
0.027302957,70.68277067,830.1788196,35.14551678,210.968,2208.817,0
0.028390648,84.00411707,805.2237614,51.69168122,200.507,2833.846,0
0.018463231,78.50880994,816.336881,49.55451958,207.705,3656.37,0
0.031409092,74.51260708,834.268055,49.2967481,186.524,2752.208,0
0.016725057,71.55577384,777.666276,41.54090604,214.543,3077.582,0
0.032253379,68.23478798,800.556988,53.59852261,189.542,3173.374,0
0.023106961,78.48928951,822.90587,49.84078663,194.044,3936.839,0
0.020008339,80.09735448,812.6493722,54.06927634,200.92,3400.92,0
0.026357762,67.30429867,758.6069965,35.94818623,206.058,3415.516,0
0.025338248,74.48578234,804.3038223,57.63478663,202.815,3212.161,0
0.017698191,65.5408901,740,51.68691682,187.505,3685.129,0
0.019869975,72.96405885,800.5981793,40.87834515,225.326,2186.168,0
0.025638902,78.12837899,772.4098533,36.12310802,210.282,2547.069,0
0.03290283,58.25373872,837.4532334,39.58452344,193.324,3001.658,0
0.014352277,64.62459546,769.8529666,43.17649746,214.957,2240.24,0
0.0282904,55.95810685,798.4101668,55.99812443,205.136,2978.853,0
0.023611062,72.55899446,752.3568033,56.00118611,193.609,4176.829,0
0.024354751,80.97290999,802.6596676,64.02118044,197.955,3854.434,0
0.024257487,68.02435793,782.2292528,54.44729625,197.268,3499.414,0
0.018469956,65.33592827,802.0728742,50.75575993,220.587,1895.679,0
0.025780043,71.48126045,794.1004596,58.80296545,191.082,3645.049,0
0.018260304,82.77607394,819.2688041,42.14472123,216.152,2597.591,0
0.027407548,79.42853104,764.1080605,46.63593325,200.023,3331.741,0
0.023993486,66.48013757,815.594429,52.39134522,201.371,2819.474,0
0.028727857,52.66110959,825.3376018,42.67819423,195.53,4264.365,0
0.017896771,70.87903233,819.6576295,50.60319635,209.375,2623.978,0
0.027765081,87.07068321,798.9244586,56.28959415,192.661,3293.829,0
0.019397299,70.54199731,762.1873428,51.00932157,192.308,2714.999,0
0.029602932,52.31310271,860,,171.772,5249.506,1
0.036653532,75.6734354,766.1007207,32.05737903,198.633,2796.19,0
0.017655875,66.11783526,820.3771836,49.9846528,203.893,3209.748,0
0.027072583,83.06746368,797.1583164,44.69460999,204.627,2309.599,0
0.028849126,66.23267816,817.1941496,58.16977831,196.701,3531.791,0
0.030945927,82.70014165,780.4638533,65.10339177,188.924,2743.883,0
0.035164921,55.15489115,828.4221534,44.22404368,188.301,2740.152,0
0.018648816,,833.2381649,47.50688453,205.929,3158.22,0
0.026308412,98.74807444,761.7624002,46.78996049,185.032,4616.3,0
0.017591704,66.97542875,780.6162466,53.37973939,203.611,3426.799,0
0.034723085,100,776.1256441,54.24978583,181.974,4203.708,0
0.031009839,80.17161272,835.2048894,37.20040533,199.198,2697.93,0
0.027638759,71.75255842,797.1230235,50.95299143,200.896,2352.814,0
,73.74370121,801.157547,52.07430113,203.082,2569.133,0
0.022674794,57.83586519,817.4972952,49.52766226,210.433,2443.811,0
0.03266421,64.57928924,813.0491586,,186.664,2788.356,0
0.027330662,64.76851163,823.4699169,68.87817547,184.681,3784.049,0
0.011621478,78.72770003,792.7686632,33.6421739,227.006,2328.834,0
0.02045271,74.83621371,808.4221232,43.27240689,214.4,2236.741,0
0.021679135,70.39183833,840.3742571,49.23293118,203.659,2954.039,0
0.018975258,82.94378413,810.1782878,53.88242626,199.755,3692.166,0
0.026511605,75.2338544,771.8664641,40.89338618,203.208,2578.549,0
0.009461876,72.75997961,810.2955922,47.67947381,223.843,2427.006,0
0.026668421,65.602157,817.5171317,56.16559026,199.783,2575.221,0
0.028613409,68.0439287,832.0631211,51.83568292,193.872,3396.478,0
0.022215235,80.2305889,829.1922285,44.67950624,210.549,2448.173,0
0.009625385,82.2551222,801.5185319,41.87186776,220.87,1874.718,0
0.017904196,74.68381017,838.6075579,43.4962078,213.135,2988.474,0
0.026138556,67.41490924,818.024306,43.40695423,206.267,3086.506,0
0.019345168,73.63533688,814.510233,53.30313116,207.554,3442.636,0
0.024475491,86.72999779,815.2995734,60.1261994,197.937,3833.512,0
0.023120626,82.79838579,820.6487916,52.97860448,202.431,3330.517,0
0.009902423,,777.5744261,45.13408217,223.425,2955.573,0
0.019528681,67.88642911,786.455049,55.41291641,201.153,3679.611,0
0.014790594,71.75044464,750.488737,57.81332296,200.767,3959.186,0
0.019438451,70.90370573,822.7158937,38.0156818,210.707,2053.374,0
0.025555509,71.2904078,768.3189731,,209.749,2537.2,0
0.01996837,80.05463233,768.8979192,46.65385288,208.518,3068.418,0
0.021216606,74.21945663,792.081376,58.16706257,193.309,3358.853,0
0.017036175,71.80177119,841.2259597,59.6661026,189.473,4551.914,0
0.019891588,78.18210295,741.4175305,42.68338977,199.934,4036.901,0
0.016002207,84.61566243,790.8715291,54.36635008,193.644,3912.85,0
0.026328425,71.37914449,763.2474574,53.88098047,186.893,3494.405,0
0.022728436,60.17923711,814.3800192,57.72903745,194.967,3750.678,0
0.025588763,76.52243608,798.7009808,52.64415623,202.978,2862.445,0
0.030107943,64.47993576,766.2514086,47.39005055,190.718,3660.231,0
0.030621796,94.29469719,775.2546471,63.94897494,177.325,4005.303,0
0.016952751,79.50943422,765.0379605,41.77196607,217.588,2660.829,0
,77.99146588,842.1273574,46.4689415,199.191,3211.414,0
0.023167618,46.56570681,856.2227704,,176.762,4360.911,0
0.013077553,74.94861349,813.8686996,48.70623198,222.481,2575.605,0
0.019493102,67.31874544,793.7957565,52.27124801,206.367,3164.507,0
0.035316645,74.76020816,806.2426493,50.44964522,191.307,3344.397,0
0.02088557,75.89119302,796.5063359,56.25702591,202.847,2779.747,0
0.025175942,64.9081742,742.6288543,56.60536763,171.35,4787.989,1
0.027211888,82.03103513,785.9802789,31.92628898,211.602,1790.267,0
0.028896406,71.0979808,785.8622704,47.9586866,195.437,2651.38,0
0.024075659,77.01459162,839.612622,47.77522966,200.395,3309.6,0
0.028880487,59.9902758,784.1444823,37.60594259,209.224,1912.197,0
0.02292931,69.73042581,817.6771067,47.91817096,205.878,2551.009,0
0.030033833,64.01532915,821.0297063,55.67729493,189.411,4143.863,0
0.021760372,71.74399049,804.6049017,50.52426065,207.69,3333.924,0
0.016543108,75.54697317,805.1148349,72,191.459,3903.73,0
0.01406054,80.52612813,757.7492868,50.85724058,188.32,4292.969,0
0.008355336,56.07834679,834.8511557,50.51182169,216.361,2804.477,0
0.021011714,83.48050421,809.7773977,55.63352276,203.128,3149.176,0
0.031056867,71.88750326,760.9432616,50.8145649,187.72,3350.452,0
0.035622698,67.54653175,843.5979384,57.49120334,158.829,5496.508,1
0.037798797,72.04706539,825.2195314,59.10365416,175.829,4282.1,0
0.019186988,59.31448314,800.6797335,52.12422919,205.81,2609.701,0
0.017212318,73.26587152,813.4349693,58.02781033,206.389,2729.048,0
0.028472894,70.09920188,820.8399357,63.18489729,186.188,4484.229,0
0.025415677,81.99805121,770.5147429,52.85405032,196.958,3652.969,0
0.016838543,79.35227652,790.5433114,37.315173,216.395,2724.294,0
0.013448656,65.97606778,778.6592526,60.45599643,197.029,3361.226,0
0.026623576,64.25124743,813.9308277,52.81602363,195.18,3083.425,0
0.023548674,55.5003992,797.2579116,44.05856916,206.758,3525.865,0
0.021276344,67.11967679,777.7533832,43.38925459,217.96,2731.261,0
0.016897564,63.63026648,845.6238995,53.92485522,197.04,4015.886,0
0.0402125,79.80786891,796.6972797,51.48842275,189.951,2857.801,0
0.025864769,69.64940304,790.9374025,41.81081791,216.016,1770.786,0
0.024098621,49.57615812,811.6947887,69.94191093,179.565,4063.069,0
0.038829262,61.65454914,860,50.56108415,151.667,4143.851,1
0.024335483,73.34368849,830.2331759,46.29244309,206.407,3596.018,0
0.022502808,84.33848905,823.3653926,,210.283,2680.68,0
0.021143064,62.04801389,822.7573337,59.52480543,187.48,3708.672,1
0.02311297,58.79674472,818.221679,37.55328471,206.474,2853.097,0
0.024994767,65.85502936,841.3902357,50.41321372,194.678,3177.532,0
