metal_impurity,lithium_input,sintering_temp,humidity,quality_defect
0.010875739,2.04753415,832.1107522,49.12212655,0
0.026448149,2.890035457,808.332457,,0
0.03532198,2.647769214,793.2291415,45.99404205,0
0.017912122,2.45482935,763.03865,52.52838297,0
0.026240314,2.343566277,807.655266,59.50107514,0
0.022712722,3.023996278,830.2109437,55.41921095,0
0.032412788,2.315558244,779.4438308,42.35499866,0
0.014049587,,769.5201433,53.28937534,0
0.021096027,3.206551266,822.1531454,41.42429958,0
0.020199505,4,786.9302978,51.81428837,0
0.027844092,1.890335795,774.8933904,50.8831658,0
0.018524851,2.884493667,810.2634312,51.44291154,0
0.022730523,1.715305775,835.496198,54.78677638,0
0.020508639,2.098551213,828.2288695,47.82660493,0
0.025410772,,789.2185659,53.60253822,0
0.025698467,2.454936851,826.6077287,33.22039234,0
0.016055997,3.019632602,793.4045849,49.28962842,0
0.015697262,2.558500096,802.9216245,46.9260327,0
0.031066787,1.454702882,768.2622574,50.01071877,0
0.024196334,3.653545544,788.902119,43.11326657,0
0.02800715,2.304310021,762.9260344,49.32119575,0
0.02545927,1.733729696,768.3711792,55.06286332,0
0.007133156,2.51826378,825.0453701,47.94676707,0
0.030191516,2.877489807,821.2276737,46.11044695,0
0.012451849,1.557522722,771.7655187,57.09407244,0
0.030485156,3.779449606,768.6680269,,1
0.022481756,2.043986393,794.7598287,54.47632296,0
0.021426749,3.297691518,824.9164276,,0
0.019094063,2.041069038,766.8693266,46.70280497,0
0.022533277,2.370860366,808.4255696,44.97212216,0
0.023386534,1.927412028,811.4369458,49.6035293,0
0.016037998,1.946056772,823.0209087,52.98441855,0
0.017260284,2.056835317,799.0911788,33.88717924,0
0.028957405,1.507477368,844.8232146,46.48756872,0
0.027556487,3.142533493,797.1588521,50.42785301,0
0.013753003,2.276926603,769.9121099,47.2198127,0
0.028467303,2.338105063,829.7233603,38.11955617,0
,2.359952066,777.933386,37.28881949,0
0.009765235,3.197657095,802.5004673,53.74842223,0
0.03009791,2.472427024,822.0707136,68.47875538,1
0.032670376,2.881375138,804.3214953,65.30363846,1
0.017362778,2.264315461,776.1779575,56.8960004,0
0.032320837,3.078978495,824.9050175,53.2388407,1
0.01673876,1.877205535,781.0105289,28,0
0.024577981,2.198140629,784.2698768,44.62470381,0
0.026423888,2.468228903,809.4697996,38.72144457,0
0.02446675,2.268436101,846.0468218,49.92964248,0
0.028496496,2.83890108,825.0003172,57.96392226,0
0.020118581,2.636798826,839.404794,56.5954165,0
0.045952853,2.198763454,764.3906487,49.33240973,1
0.021243876,3.774086299,829.0190041,48.84777872,0
0.02174087,2.266400919,826.0876242,46.83804684,0
0.014402146,2.439654957,807.91294,43.16992622,0
0.043591642,2.469791192,767.9684401,59.00035137,1
0.025611036,2.687543565,,53.59982673,0
0.031545097,3.024588068,809.1624061,51.42992771,0
0.02475683,2.195902904,768.4225513,55.69581618,0
0.020709932,2.348698431,796.6189848,49.65493128,0
0.034517208,3.051895351,740,44.2809875,0
0.025775794,2.519079308,764.7670903,58.63103231,0
0.015361292,,782.3063731,66.07004309,0
0.020493525,2.099861282,769.2618002,49.16033475,0
0.038588296,2.67181697,799.167931,45.34622921,0
0.029867852,2.193812,803.2188108,51.1193945,0
0.018531429,2.325376863,803.144232,50.20102969,0
0.019099243,2.053163832,808.4459404,52.76581264,0
0.042849485,2.969528723,746.6119313,42.12004058,1
,1.987129831,806.9804293,51.90880633,0
0.026657378,2.552136798,765.3275444,54.06463284,0
0.031440879,1.907626337,803.7433413,54.25703499,0
0.030247738,1.463602829,823.6237045,51.53936894,1
0.023703228,3.164709598,749.7859849,49.86369689,0
0.038582481,2.597915185,796.5762954,30.68713719,0
0.029470999,2.646891801,792.9606151,60.18306215,0
0.020378131,2.176365877,789.4836395,69.0956144,0
0.031064039,1.99387712,806.526006,44.41055651,1
0.025283752,1.642589923,752.2131645,44.19187922,0
0.016663462,2.528131054,779.2426245,51.98358049,0
,2.434245242,791.9776705,46.27385468,0
0.035458356,3.482770919,817.5120804,65.2232597,1
0.023108498,2.067169427,745.7260628,41.89852919,1
0.03114639,3.072186616,808.1068148,65.38356955,1
0.026779409,2.371859122,,48.28499912,0
0.029203838,2.04204558,792.7290566,61.81914932,0
0.029572219,2.482890255,798.3841234,43.80391951,0
0.015147041,1.375844591,826.1415004,50.56335302,0
0.032595626,2.828492721,798.0628665,42.6579717,0
,2.847442316,834.5268909,51.68533502,0
0.018935809,2.328990471,794.2743519,58.87335849,0
0.026286343,2.569661017,797.5939088,47.39441512,0
0.023538731,2.768755731,809.0798134,50.73883231,0
0.0367484,3.118325158,769.3584548,49.94306516,1
0.039322607,,804.2457365,59.77382933,0
0.023392292,2.718818665,790.2522534,50.45928057,0
0.012093215,2.205414699,773.3454342,45.3014339,0
0.029039723,3.006255778,796.4053251,55.29102552,0
0.022011915,2.772643178,770.3298818,53.14701496,0
0.022104543,2.513597716,818.3811072,55.42819161,0
0.023461559,3.362997109,752.292946,55.83863031,0
0.022566112,2.523839715,768.3667425,52.13388934,0
0.037031251,2.449852819,790.3703128,47.86869173,0
0.023330774,1.717972942,789.0706518,48.95979151,0
0.02296194,3.178668291,765.5086913,54.41487017,0
0.026951663,3.424869723,792.6977331,58.21524597,0
0.02312466,,797.5419766,36.24671093,0
0.029880397,2.980002147,781.8156503,43.58704927,0
0.027828604,2.809149555,766.4671372,43.03027142,0
0.032149738,2.711472541,806.7641587,40.37842731,0
0.0298877,,806.5024824,51.907107,0
0.013838898,1.911622609,824.5986751,56.15885514,0
0.022953386,2.550709102,777.5540688,43.71218714,0
0.019307655,2.412761952,812.3556837,57.72136394,0
0.032669835,,860,53.47207859,1
0.020652617,2.254452598,847.0812504,64.21746272,1
0.02026988,2.315737721,785.4429167,,0
0.040292575,3.351658662,821.0071182,46.17533554,0
0.022423359,2.970911357,824.5413062,42.05041698,0
,2.529994133,782.6023722,53.98338347,0
0.02468139,2.167477484,843.1144768,46.05712185,0
0.022084429,2.342721738,813.1680382,48.61703134,0
0.034876332,3.255077009,771.8686435,50.45197354,0
0.018461051,2.595824845,807.0070044,51.2675844,0
0.022523333,2.454349342,820.7923642,51.0549905,0
0.012213676,2.14629587,758.8754438,36.28411284,0
0.024293506,3.097282237,781.319326,53.12363946,0
0.023221174,2.472334835,789.7559783,56.18031846,0
0.011601957,1.67640735,837.287291,53.37831215,0
0.02033169,3.03431202,782.2393889,56.7704325,0
0.029514323,2.663427787,809.9126766,42.45856068,0
0.033415547,2.660595611,792.2638631,54.80767428,0
0.005,2.885501327,756.2513561,54.83994701,1
0.029613969,2.933694642,789.380222,40.26717028,0
,1.128089321,792.5773878,35.10012198,0
0.020860373,2.299018768,843.7693409,42.5514121,0
0.024764588,2.612040402,808.9086411,45.68371854,0
0.017290144,2.640268771,809.0401006,46.52639653,0
0.023528541,2.524939981,789.3347106,44.80589664,0
0.02150198,2.496943284,784.3269408,54.63425577,1
0.033002837,2.572264564,828.1641401,49.68720863,0
0.022185679,1.89946448,770.5948722,45.03585103,0
0.01886944,2.343503791,801.7797716,58.27028934,0
0.024760537,3.053563318,759.8431854,48.44016091,0
0.021180714,2.37886017,746.9790178,55.05019784,1
0.033532227,3.356037389,795.3098078,50.10684473,0
0.013410449,2.504258252,840.6974446,53.57329212,0
0.032006932,2.50902515,813.4642846,47.55104761,1
0.00984736,2.011763028,793.8492271,60.32823244,0
0.023210776,2.272612844,816.1684134,53.23985855,0
0.036172862,3.476674819,814.4881974,32.24420593,0
0.020487602,2.776914706,820.3134462,50.67729025,0
0.035922084,3.240033822,786.2367689,56.49388568,1
0.030309359,1.567841184,815.5213663,,0
0.005,2.692600761,853.3692619,47.18187972,0
0.01267028,2.698180322,776.8042221,48.09250919,0
0.030555129,1.998754639,778.2737872,47.81036803,0
0.017249514,2.464316865,743.2987182,49.64003834,0
0.028370948,2.530091491,790.1472391,44.846334,0
0.035304727,2.968664655,769.372234,47.16329962,0
0.015253358,2.264981349,740,44.04013649,0
0.028916423,2.486342033,831.5941657,59.07031418,0
0.033873865,2.583507783,825.0456108,48.05904762,0
0.009376248,3.102124163,796.0797865,55.91754007,0
0.028718849,2.577416117,818.100962,54.32904671,0
0.039655527,2.866338092,752.1423685,39.49465825,0
,2.347271335,835.4893948,46.31178976,0
0.026753459,2.139331538,761.3703577,47.75945098,0
0.019809699,2.71634398,787.650151,61.02188989,0
0.006559771,2.033375591,830.2842714,32.45965207,0
0.013389525,2.314645221,805.5732436,62.17360362,0
0.013278379,2.642372278,812.3541453,45.30787479,0
0.025469204,2.560663159,831.3140771,65.14439108,1
0.016430875,2.620669108,811.2516901,51.16411844,0
0.021597742,2.299596657,806.0229438,47.43567697,0
0.030520874,1.647089059,769.9089311,49.13413329,0
0.010339143,2.364224498,841.2220446,52.87165153,0
0.018783748,2.532141713,825.1349093,53.75488528,0
0.032811371,2.502552966,821.6272659,60.13043646,1
0.015845075,2.312274118,797.5768858,61.28129596,0
0.041192532,2.517657396,829.4425873,59.9030695,1
0.02375998,2.358579185,809.9849169,42.82005623,0
0.027302957,2.731139507,830.1788196,35.14551678,0
0.028390648,2.715502914,805.2237614,51.69168122,0
0.018463231,2.825648307,816.336881,49.55451958,0
0.031409092,2.424064176,834.268055,49.2967481,0
0.016725057,2.794072234,777.666276,41.54090604,0
0.032253379,2.646755081,800.556988,53.59852261,0
0.023106961,2.873277811,822.90587,49.84078663,0
0.020008339,2.502013384,812.6493722,54.06927634,0
0.026357762,3.482282096,758.6069965,35.94818623,0
0.025338248,2.687693851,804.3038223,57.63478663,0
0.017698191,2.30304899,740,51.68691682,0
0.019869975,2.247724054,800.5981793,40.87834515,0
0.025638902,2.24683857,772.4098533,36.12310802,0
0.03290283,2.843507121,837.4532334,39.58452344,0
0.014352277,1.284975757,769.8529666,43.17649746,0
0.0282904,2.55749893,798.4101668,55.99812443,0
0.023611062,2.033000363,752.3568033,56.00118611,0
0.024354751,3.01226431,802.6596676,64.02118044,0
0.024257487,2.812797971,782.2292528,54.44729625,0
0.018469956,2.069300397,802.0728742,50.75575993,0
0.025780043,2.981529231,794.1004596,58.80296545,0
0.018260304,2.158770976,819.2688041,42.14472123,0
0.027407548,2.74795441,764.1080605,46.63593325,0
0.023993486,1.847345268,815.594429,52.39134522,0
0.028727857,3.451500868,825.3376018,42.67819423,0
0.017896771,2.757266945,819.6576295,50.60319635,0
0.027765081,2.670821336,798.9244586,56.28959415,0
0.019397299,1.60848284,762.1873428,51.00932157,0
0.029602932,2.941059533,860,,1
0.036653532,,766.1007207,32.05737903,0
0.017655875,2.370357869,820.3771836,49.9846528,0
0.027072583,1.953946818,797.1583164,44.69460999,0
0.028849126,2.587755645,817.1941496,58.16977831,0
0.030945927,1.58257706,780.4638533,65.10339177,0
0.035164921,,828.4221534,44.22404368,0
0.018648816,2.667803802,833.2381649,47.50688453,0
0.026308412,3.703796195,761.7624002,46.78996049,0
0.017591704,2.781775901,780.6162466,53.37973939,0
0.034723085,3.382538391,776.1256441,54.24978583,0
0.031009839,2.569611905,835.2048894,37.20040533,0
0.027638759,2.263902719,797.1230235,50.95299143,0
,1.760157394,801.157547,52.07430113,0
0.022674794,2.098350926,817.4972952,49.52766226,0
0.03266421,2.139936685,813.0491586,,0
0.027330662,2.471543869,823.4699169,68.87817547,0
0.011621478,,792.7686632,33.6421739,0
0.02045271,2.183481228,808.4221232,43.27240689,0
0.021679135,2.288688033,840.3742571,49.23293118,0
0.018975258,2.70333218,810.1782878,53.88242626,0
0.026511605,2.379292002,771.8664641,40.89338618,0
0.009461876,1.623782347,810.2955922,47.67947381,0
0.026668421,2.14847556,817.5171317,56.16559026,0
0.028613409,2.531755455,832.0631211,51.83568292,0
0.022215235,1.876581637,829.1922285,44.67950624,0
0.009625385,1.967304188,801.5185319,41.87186776,0
0.017904196,2.833323978,838.6075579,43.4962078,0
0.026138556,2.863708953,818.024306,43.40695423,0
0.019345168,2.401334571,814.510233,53.30313116,0
0.024475491,2.873866674,815.2995734,60.1261994,0
0.023120626,2.365140513,820.6487916,52.97860448,0
0.009902423,3.18280177,777.5744261,45.13408217,0
0.019528681,2.39593349,786.455049,55.41291641,0
0.014790594,2.333481601,750.488737,57.81332296,0
0.019438451,2.531460139,822.7158937,38.0156818,0
0.025555509,2.665659513,768.3189731,,0
0.01996837,2.947885781,768.8979192,46.65385288,0
0.021216606,2.327247159,792.081376,58.16706257,0
0.017036175,2.636199361,841.2259597,59.6661026,0
0.019891588,2.59587231,741.4175305,42.68338977,0
0.016002207,2.397556818,790.8715291,54.36635008,0
0.026328425,2.132643762,763.2474574,53.88098047,0
0.022728436,2.62547598,814.3800192,57.72903745,0
0.025588763,2.303287543,798.7009808,52.64415623,0
0.030107943,2.697723898,766.2514086,47.39005055,0
0.030621796,,775.2546471,63.94897494,0
0.016952751,2.17203296,765.0379605,41.77196607,0
,2.502733644,842.1273574,46.4689415,0
0.023167618,2.159796118,856.2227704,,0
0.013077553,2.437836029,813.8686996,48.70623198,0
0.019493102,2.218642385,793.7957565,52.27124801,0
0.035316645,3.152226708,806.2426493,50.44964522,0
0.02088557,2.13057879,796.5063359,56.25702591,0
0.025175942,,742.6288543,56.60536763,1
0.027211888,2.142296824,785.9802789,31.92628898,0
0.028896406,1.915474971,785.8622704,47.9586866,0
0.024075659,2.710879366,839.612622,47.77522966,0
0.028880487,2.169537158,784.1444823,37.60594259,0
0.02292931,2.110874114,817.6771067,47.91817096,0
0.030033833,3.243061852,821.0297063,55.67729493,0
0.021760372,2.937327596,804.6049017,50.52426065,0
0.016543108,2.208222447,805.1148349,72,0
0.01406054,2.122837946,757.7492868,50.85724058,0
0.008355336,2.082023786,834.8511557,50.51182169,0
0.021011714,2.74269395,809.7773977,55.63352276,0
0.031056867,2.1723645,760.9432616,50.8145649,0
0.035622698,3.13843114,843.5979384,57.49120334,1
0.037798797,3.170072514,825.2195314,59.10365416,0
0.019186988,2.006157232,800.6797335,52.12422919,0
0.017212318,1.868785777,813.4349693,58.02781033,0
0.028472894,3.102652299,820.8399357,63.18489729,0
0.025415677,2.883486546,770.5147429,52.85405032,0
0.016838543,2.980288199,790.5433114,37.315173,0
0.013448656,2.044377535,778.6592526,60.45599643,0
0.026623576,2.943255101,813.9308277,52.81602363,0
0.023548674,,797.2579116,44.05856916,0
0.021276344,2.377154947,777.7533832,43.38925459,0
0.016897564,2.451661151,845.6238995,53.92485522,0
0.0402125,2.812098811,796.6972797,51.48842275,0
0.025864769,2.127450022,790.9374025,41.81081791,0
0.024098621,2.145826259,811.6947887,69.94191093,0
0.038829262,2.517087196,860,50.56108415,1
0.024335483,3.068987019,830.2331759,46.29244309,0
0.022502808,2.352662389,823.3653926,,0
0.021143064,2.215451117,822.7573337,59.52480543,1
0.02311297,2.379517969,818.221679,37.55328471,0
0.024994767,2.733402676,841.3902357,50.41321372,0
0.025196655,2.594890022,812.8820968,42.74450412,0
0.031971662,3.15597072,803.485449,41.19547734,0
0.034420877,2.80989084,761.4409137,41.62232992,0
0.024538167,2.808803258,840.2424544,52.14219358,0
,3.029752735,795.8807782,60.26234285,0
0.029861694,2.771883285,796.4182408,43.75047179,0
0.024910268,2.070571583,,48.823412,0
0.01844298,2.679381175,807.9153397,55.57129513,0
0.009873814,3.29050892,807.6470998,44.11398408,0
0.018979812,1.662259426,765.6278238,46.20735621,0
0.034286052,3.056347156,783.4638067,44.18460033,0
0.034603505,2.127368091,788.9991675,39.82515852,0
0.020246269,2.81850781,822.8201272,57.39759357,0
0.019002942,2.433933784,807.6197826,42.5094298,0
0.030583627,2.761933538,762.5594463,64.59903214,0
0.016360616,,766.5521007,55.77761367,0
0.021378692,2.934414518,761.5608667,48.23475141,0
0.022899704,,814.341489,47.5610571,0
0.015821754,1.875517815,800.7625675,57.67045325,0
0.013257979,3.088347622,815.011335,40.99821192,0
0.026986785,1.838821361,804.5350753,47.45061528,0
0.040246279,3.147597282,810.1909501,71.91603306,1
0.025310787,2.335476271,798.4715604,40.80672568,0
0.00772493,2.390048504,780.1761206,41.25956584,0
0.031630138,2.334649702,,39.77032026,0
0.016124525,1.972974229,775.9800142,59.88626314,0
0.027812637,3.169193226,762.3090562,31.28201507,0
0.023282177,2.302591929,763.8633413,55.30020904,0
0.031748553,2.752577897,759.65886,60.82075128,1
0.028930987,2.652278443,777.8014553,53.16138514,0
0.024392357,1.859984605,829.0104985,38.52622234,0
0.01631442,2.88735072,809.7852592,53.75781872,0
0.017537996,2.003356488,813.8684184,60.46332499,0
0.021857799,2.968841228,789.6765796,33.97749009,0
,1.98519557,812.6430586,48.08423148,0
0.021499467,2.508660939,772.3389687,63.60634207,1
0.025792669,2.118340649,807.0579231,47.13975913,0
0.031979894,2.633389687,833.1565857,41.72711088,0
0.026312221,2.838022205,826.8612552,52.02563608,0
0.020317829,2.399186671,803.2584411,59.33030645,0
0.014954467,1.977460273,802.8348243,47.43216128,0
0.028361506,2.93574702,764.3243593,55.07768514,0
0.030997637,2.561421278,809.743588,67.59078283,0
0.03433325,2.879999771,796.8331554,48.8053181,0
0.018002857,2.61922337,808.1306071,54.57676579,0
0.016394945,2.219427732,793.285628,44.97273777,0
0.030573246,2.200579206,742.7463617,,0
0.02840596,2.580315173,806.4990943,56.88494018,0
0.029781258,2.428893704,747.8605931,68.21230952,1
0.018809447,2.237357116,800.213895,48.24270662,0
0.034640369,3.6134242,823.8937048,61.75010996,0
0.030548469,2.503793334,774.1898897,57.79726153,0
0.020897244,2.143120395,793.3988317,58.08050957,0
0.023493912,2.591390308,792.8015666,45.12717485,0
0.022036435,2.419398663,860,61.36022334,1
,1.759674819,797.0158669,43.28915112,0
0.032219041,2.944413243,813.7011168,54.26601617,0
0.024572664,2.068969582,782.8040184,54.85642748,0
0.041659405,2.865190979,840.4897326,59.63606041,1
0.022354296,2.902288477,816.4194617,66.97339988,0
0.026046004,2.134423841,754.3323961,33.67312919,0
0.02691612,2.491023256,829.0281136,57.10165005,0
0.017040303,3.090138836,791.7589641,59.67616562,0
0.021832214,3.578534359,857.6597499,53.35038263,1
0.028306006,2.936812695,817.6957167,59.83459945,0
0.028720191,2.820108126,803.7086186,43.98370997,0
0.028951421,2.353695014,844.0865063,53.8590899,1
0.022161446,2.917504151,821.4727924,58.95269668,0
0.015974321,2.176303808,833.3205377,39.83000672,0
0.036540157,1.789789376,827.1083522,42.33232715,0
,2.636854716,812.3285285,48.95684609,0
0.022387286,2.265783156,795.216892,44.72401843,0
0.022455806,2.602362508,753.8920571,52.07689078,0
0.025066324,2.233324017,787.3858376,49.57910326,0
0.027483036,3.409745189,808.7840663,42.53419559,0
0.03424777,2.69124372,839.8895722,58.17235093,1
0.037534381,3.112359425,799.9765598,49.35114275,1
0.027669093,1.835826474,793.7219931,40.816777,0
0.028065146,2.556548275,784.0525136,52.81969998,0
0.027582986,2.382853835,793.0132927,55.8891541,0
0.023598054,3.701265175,759.2119624,46.2204783,0
0.01899243,3.152365527,817.4346654,,0
0.034789504,2.629325185,762.9867871,50.52786642,1
0.014527737,1.978219876,,60.16034347,0
0.01448079,2.601770506,801.6622656,48.68124495,0
0.016629249,2.433650465,826.1829473,44.43456704,0
,3.123933709,781.39559,54.23061995,0
0.033735595,2.550128455,772.7363964,32.7340027,0
0.022358157,1.53255574,806.1853239,43.85085756,0
0.02568833,2.586837785,802.7102665,51.69690961,0
0.022746222,2.598873911,800.3682615,69.41334207,0
0.019497091,2.424581987,789.1411473,45.8670019,0
0.021786359,2.612343697,800.1473971,63.55012993,0
0.038787455,2.194971085,788.3245212,39.01559472,0
0.027771999,3.243485904,807.9310858,44.39167341,0
0.020691888,2.867465886,806.1425577,44.01048901,0
0.025126175,3.237722774,747.3634752,48.89694249,1
0.02287417,1.471598992,785.426723,52.32106662,0
0.038202771,2.342671443,792.3976275,58.46267815,1
0.020260752,1.804396897,740,43.44740269,0
0.019197814,2.564381925,822.8856679,56.33199146,0
0.021385413,,808.8325418,,0
0.020448885,1.944591152,819.8347751,42.81585797,0
0.010368003,2.475982362,778.7314927,53.74091861,0
0.02429058,2.293285694,836.4596925,56.05694695,0
0.022921097,2.54287467,800.1757493,54.45917246,0
0.025909403,2.288018689,814.7675213,46.61853612,0
0.017050177,2.538720653,860,49.66465614,0
0.031754781,2.486951258,799.3803095,35.92072902,0
0.032376543,2.710286099,747.9854555,45.1564041,1
0.028500776,2.224048842,796.9782958,51.36019451,0
0.028637901,2.233650007,779.8603755,50.56396983,0
0.005,2.109661073,774.5154736,60.43464106,0
0.01964151,2.69395618,798.0747546,60.56728002,0
0.033059996,2.335608662,780.6881959,44.80701503,0
0.020812667,,832.9479641,44.05503674,0
0.016489896,2.42229924,808.3640583,35.49929307,0
0.024917044,2.007129971,775.1132703,45.51280727,0
0.022666879,2.372618818,787.564138,28.03508908,0
0.031026528,2.81736099,825.3468895,47.38701333,0
0.029433816,2.716940629,798.3285985,56.50606143,0
0.030372195,1.849296851,,40.15791882,0
0.018691242,1.496582161,762.8523637,51.34564646,0
0.010598297,2.212982518,784.8336231,52.94408029,0
0.029609502,2.3630762,740,48.10380902,0
0.024237286,1.532395375,774.0452537,52.50532486,0
0.028304097,3.529235482,799.3458062,55.86442874,0
0.021998246,2.973026918,,54.34141077,0
0.027159377,2.71464359,787.0143684,50.53744888,0
0.027775092,2.344439574,859.5792258,38.97518927,0
0.032278871,2.259249215,758.887258,,1
0.026193918,2.911959953,769.5110329,41.85609021,0
0.027499595,2.283499135,,57.21893934,0
0.036403868,2.978848947,,59.69399126,1
0.024369264,1.957520067,807.4867034,43.03701061,0
0.024989232,2.289653437,788.9625468,40.40791686,0
0.024981124,2.849220022,772.457758,44.97344012,0
0.021295908,1.779638266,784.2868177,,0
0.022214931,2.388793552,828.3875825,33.34207005,0
0.027000901,3.030871649,821.2115678,49.24124314,0
0.034869401,3.062946967,813.9013487,52.24965165,0
0.013235471,2.399363804,,52.58327384,0
0.0229945,2.870690832,797.4249396,52.05427025,0
0.026534754,2.905246021,794.2084477,65.11503637,0
0.024065346,2.555316294,752.6698117,58.98481688,0
0.020045492,2.297120862,780.5392885,46.0951298,0
0.026941851,2.42782612,798.1359073,57.91251697,0
