metal_impurity,humidity,capacity,residual_li,quality_defect
0.018321654,46.32927605,208.285,2948.346,0
0.029132728,42.29089245,211.698,2954.877,0
0.019291977,42.71540093,218.688,1704.852,0
0.021029585,40.27287261,214.156,2618.882,0
0.035115498,42.61690846,183.571,4384.279,0
0.022984003,48.49863207,210.132,2461.735,0
0.018129914,41.83501584,204.46,3369.029,0
0.019772484,47.60588237,201.65,4254.735,0
0.01725565,59.99732214,202.318,3269.503,0
0.020998245,63.45453295,197.839,4175.181,0
0.030155654,50.48308743,193.359,3242.686,0
0.023319766,48.37668812,211.688,2468.589,0
0.029146271,57.96561109,193.405,3847.59,0
0.027451811,58.7998372,195.947,2767.159,0
0.024408511,44.97547133,207.093,2566.325,0
,33.06676441,220.815,2141.957,0
0.025186371,40.97775388,189.197,3719.135,0
0.026234573,50.28461182,195.719,3285.816,0
0.023812364,47.1053397,214.058,3008.402,0
0.02808109,55.33258135,198.501,2366.854,0
0.030042926,45.32100692,205.465,3166.565,0
0.034743712,48.23226146,188.263,4535.874,0
0.041003692,59.95957903,175.911,3571.921,1
0.027608451,58.39471688,197.667,3044.117,0
0.025797487,45.02234044,197.545,2928.216,0
0.01672271,45.0226584,212.97,2947.157,0
0.026459358,50.95380689,202.942,3105.973,0
0.016296145,53.58659253,210.435,3387.709,0
0.016728868,51.69287786,208.442,2773.29,0
0.037890136,28,198.11,3297.831,0
0.019466289,49.98464117,200.5,4266.909,0
0.031246637,44.06246325,201.992,2916.703,0
0.035693244,58.83743372,177.043,3363.549,0
0.018545961,55.05585187,209.35,3068.068,0
0.010875739,49.12212655,216.79,2876.803,0
0.026448149,,193.424,3420.141,0
0.03532198,45.99404205,204.54,2845.091,0
0.017912122,52.52838297,201.245,3684.555,0
0.026240314,59.50107514,191.984,3268.833,0
0.022712722,55.41921095,202.316,3762.457,0
0.032412788,42.35499866,201.952,2437.368,0
0.014049587,53.28937534,197.798,3359.48,0
0.021096027,41.42429958,202.758,3556.903,0
0.020199505,51.81428837,204.267,3961.531,0
0.027844092,50.8831658,200.275,2795.743,0
0.018524851,51.44291154,205.782,3080.43,0
0.022730523,54.78677638,198.322,2861.273,0
0.020508639,47.82660493,205.072,2755.516,0
0.025410772,53.60253822,195.045,3025.072,0
0.025698467,33.22039234,211.233,2266.476,0
0.016055997,49.28962842,215.82,3200.056,0
0.015697262,46.9260327,210.409,2831.181,0
0.031066787,50.01071877,194.147,2392.182,0
0.024196334,43.11326657,215.474,3084.481,0
0.02800715,49.32119575,190.679,3257.374,0
0.02545927,55.06286332,197.166,2991.633,0
0.007133156,47.94676707,220.832,3227.687,0
0.030191516,46.11044695,192.356,3403.67,0
0.012451849,57.09407244,207.553,3066.828,0
0.030485156,,180.384,4709.981,1
0.022481756,54.47632296,199.4,2618.906,0
0.021426749,,211.898,3955.028,0
0.019094063,46.70280497,206.395,2825.106,0
0.022533277,44.97212216,214.5,2352.175,0
0.023386534,49.6035293,208.012,2201.268,0
0.016037998,52.98441855,207.114,2636.897,0
0.017260284,33.88717924,222.387,1892.914,0
0.028957405,46.48756872,196.889,2743.117,0
0.027556487,50.42785301,201.785,3183.861,0
0.013753003,47.2198127,214.93,3000.309,0
0.028467303,38.11955617,201.095,3126.118,0
,37.28881949,219.058,2400.675,0
0.009765235,53.74842223,214.449,3607.757,0
0.03009791,68.47875538,179.238,3822.912,1
0.032670376,65.30363846,176.823,4179.178,1
0.017362778,56.8960004,204.409,3021.579,0
0.032320837,53.2388407,172.796,4181.371,1
0.01673876,28,227.81,1397.739,0
0.024577981,44.62470381,202.542,2620.395,0
0.026423888,38.72144457,205.109,2687.923,0
0.02446675,49.92964248,198.102,3788.504,0
0.028496496,57.96392226,189.497,3937.241,0
0.020118581,56.5954165,201.231,3668.313,0
0.045952853,49.33240973,163.999,3879.959,1
0.021243876,48.84777872,206.479,4716.498,0
0.02174087,46.83804684,198.831,3269.527,0
0.014402146,43.16992622,221.117,2188.26,0
0.043591642,59.00035137,180.577,3385.984,1
0.025611036,53.59982673,197.197,3182.939,0
0.031545097,51.42992771,193.389,3406.344,0
0.02475683,55.69581618,194.01,3301.319,0
0.020709932,49.65493128,211.436,2492.698,0
0.034517208,44.2809875,184.167,4482.579,0
0.025775794,58.63103231,190.961,3939.184,0
0.015361292,66.07004309,199.629,3329.08,0
0.020493525,49.16033475,203.867,2695.39,0
0.038588296,45.34622921,200.514,2479.806,0
0.029867852,51.1193945,197.628,3105.834,0
0.018531429,50.20102969,215.597,2331.602,0
0.019099243,52.76581264,206.557,2435.392,0
0.042849485,42.12004058,175.648,4101.964,1
,51.90880633,198.505,2695.501,0
0.026657378,54.06463284,201.239,3533.993,0
0.031440879,54.25703499,190.102,2718.859,0
0.030247738,51.53936894,187.587,2468.716,1
0.023703228,49.86369689,187.779,4390.169,0
0.038582481,30.68713719,205.481,1830.068,0
0.029470999,60.18306215,191.634,3551.512,0
0.020378131,69.0956144,186.055,3989.988,0
0.031064039,44.41055651,194.071,2972.632,1
0.025283752,44.19187922,207.368,2835.223,0
0.016663462,51.98358049,206.371,3166.869,0
,46.27385468,188.951,2654.503,0
0.035458356,65.2232597,174.597,4668.422,1
0.023108498,41.89852919,187.822,3669.434,1
0.03114639,65.38356955,181.506,4450.935,1
0.026779409,48.28499912,202.03,2893.38,0
0.029203838,61.81914932,192.31,3186.651,0
0.029572219,43.80391951,213.356,2003.17,0
0.015147041,50.56335302,197.588,3060.623,0
0.032595626,42.6579717,214.765,2223.429,0
,51.68533502,204.399,4165.751,0
0.018935809,58.87335849,204.107,3549.74,0
0.026286343,47.39441512,212.833,2564.111,0
0.023538731,50.73883231,196.098,3713.831,0
0.0367484,49.94306516,179.55,3952.252,1
0.039322607,59.77382933,182.621,3901.359,0
0.023392292,50.45928057,209.73,2767.189,0
0.012093215,45.3014339,210.05,3149.081,0
0.029039723,55.29102552,190.212,3811.423,0
0.022011915,53.14701496,194.931,3299.948,0
0.022104543,55.42819161,195.4,3802.674,0
0.023461559,55.83863031,185.931,4578.01,0
0.022566112,52.13388934,198.211,3506.701,0
0.037031251,47.86869173,194.995,2813.987,0
0.023330774,48.95979151,202.268,2466.745,0
0.02296194,54.41487017,192.126,4459.855,0
0.026951663,58.21524597,202.433,3939.024,0
0.02312466,36.24671093,219.198,1611.841,0
0.029880397,43.58704927,202.902,2902.049,0
0.027828604,43.03027142,195.662,3487.007,0
0.032149738,40.37842731,205.732,2579.055,0
0.0298877,51.907107,199.835,2752.857,0
0.013838898,56.15885514,205.689,2924.77,0
0.022953386,43.71218714,213.281,2464.089,0
0.019307655,57.72136394,204.205,2958.711,0
0.032669835,53.47207859,166.481,3842.399,1
0.020652617,64.21746272,185.473,4327.634,1
0.02026988,,203.055,2908.097,0
0.040292575,46.17533554,183.17,3784.049,0
0.022423359,42.05041698,206.133,3220.777,0
,53.98338347,188.923,3337.379,0
0.02468139,46.05712185,185.774,3699.978,0
0.022084429,48.61703134,205,2854.3,0
0.034876332,50.45197354,189.725,4052.814,0
0.018461051,51.2675844,203.36,3169.72,0
0.022523333,51.0549905,208.639,2497.427,0
0.012213676,36.28411284,213.229,2966.233,0
0.024293506,53.12363946,200.636,3448.831,0
0.023221174,56.18031846,208.799,3366.234,0
0.011601957,53.37831215,210.34,2415.225,0
0.02033169,56.7704325,208.454,3228.368,0
0.029514323,42.45856068,211.787,2827.016,0
0.033415547,54.80767428,196.102,3056.068,0
0.005,54.83994701,205.055,4364.52,1
0.029613969,40.26717028,200.543,2736.634,0
,35.10012198,213.548,1579.563,0
0.020860373,42.5514121,201.986,3232.191,0
0.024764588,45.68371854,200.873,2651.85,0
0.017290144,46.52639653,221.601,2586.854,0
0.023528541,44.80589664,197.596,3112.72,0
0.02150198,54.63425577,197.198,3798.3,1
0.033002837,49.68720863,184.805,2899.662,0
0.022185679,45.03585103,199.887,3084.874,0
0.01886944,58.27028934,210.853,2920.038,0
0.024760537,48.44016091,193.025,3761.569,0
0.021180714,55.05019784,188.078,4337.673,1
0.033532227,50.10684473,199.571,3168.684,0
0.013410449,53.57329212,194.854,3937.173,0
0.032006932,47.55104761,182.461,3437.511,1
0.00984736,60.32823244,216.254,2635.148,0
0.023210776,53.23985855,202.362,2967.286,0
0.036172862,32.24420593,207.798,2851.563,0
0.020487602,50.67729025,204.693,3369.784,0
0.035922084,56.49388568,188.759,3831.584,1
0.030309359,,197.891,2251.613,0
0.005,47.18187972,209.458,4170.144,0
0.01267028,48.09250919,211.489,2958.115,0
0.030555129,47.81036803,199.392,2290.005,0
0.017249514,49.64003834,200.374,3705.742,0
0.028370948,44.846334,201.295,3020.493,0
0.035304727,47.16329962,191.235,3713.183,0
0.015253358,44.04013649,195.487,4122.387,0
0.028916423,59.07031418,188.95,3568.731,0
0.033873865,48.05904762,191.087,3163.234,0
0.009376248,55.91754007,221.111,3056.989,0
0.028718849,54.32904671,187.271,3883.324,0
0.039655527,39.49465825,191.599,3332.96,0
,46.31178976,201.898,3495.927,0
0.026753459,47.75945098,197.204,3103.137,0
0.019809699,61.02188989,200.162,3668.499,0
0.006559771,32.45965207,230,2047.096,0
0.013389525,62.17360362,204.541,3006.738,0
0.013278379,45.30787479,219.784,3059.615,0
0.025469204,65.14439108,188.044,4142.278,1
0.016430875,51.16411844,216.645,2762.462,0
0.021597742,47.43567697,211.583,2661.514,0
0.030520874,49.13413329,187.282,2955.386,0
0.010339143,52.87165153,204.87,3484.675,0
0.018783748,53.75488528,206.827,3028.688,0
0.032811371,60.13043646,170.911,4150.552,1
0.015845075,61.28129596,204.274,3261.784,0
0.041192532,59.9030695,165.912,3281.759,1
0.02375998,42.82005623,198.063,2741.341,0
0.027302957,35.14551678,210.968,2208.817,0
0.028390648,51.69168122,200.507,2833.846,0
0.018463231,49.55451958,207.705,3656.37,0
0.031409092,49.2967481,186.524,2752.208,0
0.016725057,41.54090604,214.543,3077.582,0
0.032253379,53.59852261,189.542,3173.374,0
0.023106961,49.84078663,194.044,3936.839,0
0.020008339,54.06927634,200.92,3400.92,0
0.026357762,35.94818623,206.058,3415.516,0
0.025338248,57.63478663,202.815,3212.161,0
0.017698191,51.68691682,187.505,3685.129,0
0.019869975,40.87834515,225.326,2186.168,0
0.025638902,36.12310802,210.282,2547.069,0
0.03290283,39.58452344,193.324,3001.658,0
0.014352277,43.17649746,214.957,2240.24,0
0.0282904,55.99812443,205.136,2978.853,0
0.023611062,56.00118611,193.609,4176.829,0
0.024354751,64.02118044,197.955,3854.434,0
0.024257487,54.44729625,197.268,3499.414,0
0.018469956,50.75575993,220.587,1895.679,0
0.025780043,58.80296545,191.082,3645.049,0
0.018260304,42.14472123,216.152,2597.591,0
0.027407548,46.63593325,200.023,3331.741,0
0.023993486,52.39134522,201.371,2819.474,0
0.028727857,42.67819423,195.53,4264.365,0
0.017896771,50.60319635,209.375,2623.978,0
0.027765081,56.28959415,192.661,3293.829,0
0.019397299,51.00932157,192.308,2714.999,0
0.029602932,,171.772,5249.506,1
0.036653532,32.05737903,198.633,2796.19,0
0.017655875,49.9846528,203.893,3209.748,0
0.027072583,44.69460999,204.627,2309.599,0
0.028849126,58.16977831,196.701,3531.791,0
0.030945927,65.10339177,188.924,2743.883,0
0.035164921,44.22404368,188.301,2740.152,0
0.018648816,47.50688453,205.929,3158.22,0
0.026308412,46.78996049,185.032,4616.3,0
0.017591704,53.37973939,203.611,3426.799,0
0.034723085,54.24978583,181.974,4203.708,0
0.031009839,37.20040533,199.198,2697.93,0
0.027638759,50.95299143,200.896,2352.814,0
,52.07430113,203.082,2569.133,0
0.022674794,49.52766226,210.433,2443.811,0
0.03266421,,186.664,2788.356,0
0.027330662,68.87817547,184.681,3784.049,0
0.011621478,33.6421739,227.006,2328.834,0
0.02045271,43.27240689,214.4,2236.741,0
0.021679135,49.23293118,203.659,2954.039,0
0.018975258,53.88242626,199.755,3692.166,0
0.026511605,40.89338618,203.208,2578.549,0
0.009461876,47.67947381,223.843,2427.006,0
0.026668421,56.16559026,199.783,2575.221,0
0.028613409,51.83568292,193.872,3396.478,0
0.022215235,44.67950624,210.549,2448.173,0
0.009625385,41.87186776,220.87,1874.718,0
0.017904196,43.4962078,213.135,2988.474,0
0.026138556,43.40695423,206.267,3086.506,0
0.019345168,53.30313116,207.554,3442.636,0
0.024475491,60.1261994,197.937,3833.512,0
0.023120626,52.97860448,202.431,3330.517,0
0.009902423,45.13408217,223.425,2955.573,0
0.019528681,55.41291641,201.153,3679.611,0
0.014790594,57.81332296,200.767,3959.186,0
0.019438451,38.0156818,210.707,2053.374,0
0.025555509,,209.749,2537.2,0
0.01996837,46.65385288,208.518,3068.418,0
0.021216606,58.16706257,193.309,3358.853,0
0.017036175,59.6661026,189.473,4551.914,0
0.019891588,42.68338977,199.934,4036.901,0
0.016002207,54.36635008,193.644,3912.85,0
0.026328425,53.88098047,186.893,3494.405,0
0.022728436,57.72903745,194.967,3750.678,0
0.025588763,52.64415623,202.978,2862.445,0
0.030107943,47.39005055,190.718,3660.231,0
0.030621796,63.94897494,177.325,4005.303,0
0.016952751,41.77196607,217.588,2660.829,0
,46.4689415,199.191,3211.414,0
0.023167618,,176.762,4360.911,0
0.013077553,48.70623198,222.481,2575.605,0
0.019493102,52.27124801,206.367,3164.507,0
0.035316645,50.44964522,191.307,3344.397,0
0.02088557,56.25702591,202.847,2779.747,0
0.025175942,56.60536763,171.35,4787.989,1
0.027211888,31.92628898,211.602,1790.267,0
0.028896406,47.9586866,195.437,2651.38,0
0.024075659,47.77522966,200.395,3309.6,0
0.028880487,37.60594259,209.224,1912.197,0
0.02292931,47.91817096,205.878,2551.009,0
0.030033833,55.67729493,189.411,4143.863,0
0.021760372,50.52426065,207.69,3333.924,0
0.016543108,72,191.459,3903.73,0
0.01406054,50.85724058,188.32,4292.969,0
0.008355336,50.51182169,216.361,2804.477,0
0.021011714,55.63352276,203.128,3149.176,0
0.031056867,50.8145649,187.72,3350.452,0
0.035622698,57.49120334,158.829,5496.508,1
0.037798797,59.10365416,175.829,4282.1,0
0.019186988,52.12422919,205.81,2609.701,0
0.017212318,58.02781033,206.389,2729.048,0
0.028472894,63.18489729,186.188,4484.229,0
0.025415677,52.85405032,196.958,3652.969,0
0.016838543,37.315173,216.395,2724.294,0
0.013448656,60.45599643,197.029,3361.226,0
0.026623576,52.81602363,195.18,3083.425,0
0.023548674,44.05856916,206.758,3525.865,0
0.021276344,43.38925459,217.96,2731.261,0
0.016897564,53.92485522,197.04,4015.886,0
0.0402125,51.48842275,189.951,2857.801,0
0.025864769,41.81081791,216.016,1770.786,0
0.024098621,69.94191093,179.565,4063.069,0
0.038829262,50.56108415,151.667,4143.851,1
0.024335483,46.29244309,206.407,3596.018,0
0.022502808,,210.283,2680.68,0
0.021143064,59.52480543,187.48,3708.672,1
0.02311297,37.55328471,206.474,2853.097,0
0.024994767,50.41321372,194.678,3177.532,0
0.025196655,42.74450412,216.912,2494.034,0
0.031971662,41.19547734,193.819,3194.28,0
0.034420877,41.62232992,182.725,3940.093,0
0.024538167,52.14219358,191.128,4326.401,0
,60.26234285,185.065,3700.069,0
0.029861694,43.75047179,206.365,2748.008,0
0.024910268,48.823412,207.438,2714.676,0
0.01844298,55.57129513,210.131,2867.95,0
0.009873814,44.11398408,219.81,3465.662,0
0.018979812,46.20735621,208.764,2284.104,0
0.034286052,44.18460033,198.677,3314.95,0
0.034603505,39.82515852,202.576,2134.006,0
0.020246269,57.39759357,195.864,3985.741,0
0.019002942,42.5094298,218.134,2252.852,0
0.030583627,64.59903214,184.183,4098.537,0
0.016360616,55.77761367,205.639,2870.169,0
0.021378692,48.23475141,199.062,3726.218,0
0.022899704,47.5610571,206.93,2573.624,0
0.015821754,57.67045325,212.262,2412.138,0
0.013257979,40.99821192,223.262,2965.701,0
0.026986785,47.45061528,206.186,2412.991,0
0.040246279,71.91603306,167.066,4654.486,1
0.025310787,40.80672568,210.552,2226.41,0
0.00772493,41.25956584,220.632,2695.45,0
0.031630138,39.77032026,207.072,2598.917,0
0.016124525,59.88626314,198.926,2994.415,0
0.027812637,31.28201507,203.371,2933.182,0
0.023282177,55.30020904,197.963,3090.467,0
0.031748553,60.82075128,174.239,4700.36,1
0.028930987,53.16138514,193.695,3180.765,0
0.024392357,38.52622234,207.477,2079.95,0
0.01631442,53.75781872,210.403,3536.561,0
0.017537996,60.46332499,194.847,3181.143,0
0.021857799,33.97749009,219.073,2606.217,0
,48.08423148,201.896,2919.092,0
0.021499467,63.60634207,192.578,3995.796,1
0.025792669,47.13975913,209.814,2260.016,0
0.031979894,41.72711088,203.665,2522.14,0
0.026312221,52.02563608,196.467,4255.482,0
0.020317829,59.33030645,197.668,3462.394,0
0.014954467,47.43216128,221.113,2064.269,0
0.028361506,55.07768514,200.013,3786.878,0
0.030997637,67.59078283,187.024,3380.134,0
0.03433325,48.8053181,199.174,2817.248,0
0.018002857,54.57676579,214.925,3144.448,0
0.016394945,44.97273777,217.754,2570.936,0
0.030573246,,176.862,3895.069,0
0.02840596,56.88494018,195.127,3269.426,0
0.029781258,68.21230952,173.863,4710.779,1
0.018809447,48.24270662,215.231,2349.429,0
0.034640369,61.75010996,183.535,4473.917,0
0.030548469,57.79726153,189.794,3137.915,0
0.020897244,58.08050957,200.737,3227.769,0
0.023493912,45.12717485,220.29,2534.159,0
0.022036435,61.36022334,176.749,4953.727,1
,43.28915112,222.335,1866.037,0
0.032219041,54.26601617,194.992,3056.204,0
0.024572664,54.85642748,193.861,2986.629,0
0.041659405,59.63606041,148.083,4738.476,1
0.022354296,66.97339988,191.676,4252.391,0
0.026046004,33.67312919,209.361,2387.238,0
0.02691612,57.10165005,183.339,3550.055,0
0.017040303,59.67616562,201.097,3798.896,0
0.021832214,53.35038263,170.485,7314.83,1
0.028306006,59.83459945,193.654,3744.29,0
0.028720191,43.98370997,204.425,2854.702,0
0.028951421,53.8590899,186.988,3590.532,1
0.022161446,58.95269668,201.163,3368.827,0
0.015974321,39.83000672,225.528,2365.868,0
0.036540157,42.33232715,183.57,2051.644,0
,48.95684609,199.794,3170.972,0
0.022387286,44.72401843,212.018,2701.636,0
0.022455806,52.07689078,188.185,3925.362,0
0.025066324,49.57910326,208,2919.755,0
0.027483036,42.53419559,213.426,2838.193,0
0.03424777,58.17235093,173.221,3965.494,1
0.037534381,49.35114275,194.633,3342.604,1
0.027669093,40.816777,207.669,2097.536,0
0.028065146,52.81969998,196.275,3099.824,0
0.027582986,55.8891541,192.901,3246.53,0
0.023598054,46.2204783,197.694,4280.266,0
0.01899243,,203,3804.509,0
0.034789504,50.52786642,186.327,3677.185,1
0.014527737,60.16034347,200.664,3216.343,0
0.01448079,48.68124495,215.072,2753.309,0
0.016629249,44.43456704,211.931,2755.121,0
,54.23061995,200.806,3545.995,0
0.033735595,32.7340027,203.879,2392.232,0
0.022358157,43.85085756,214.021,1878.341,0
0.02568833,51.69690961,207.965,3053.367,0
0.022746222,69.41334207,201.86,3561.035,0
0.019497091,45.8670019,210.221,2763.305,0
0.021786359,63.55012993,195.752,3621.741,0
0.038787455,39.01559472,196.999,2156.179,0
0.027771999,44.39167341,203.863,3483.064,0
0.020691888,44.01048901,211.332,2653.313,0
0.025126175,48.89694249,179.61,4767.245,1
0.02287417,52.32106662,197.203,2378.764,0
0.038202771,58.46267815,177.321,3617.156,1
0.020260752,43.44740269,193.677,3575.797,0
0.019197814,56.33199146,198.041,3401.216,0
0.021385413,,205.105,2858.488,0
0.020448885,42.81585797,207.758,2692.337,0
0.010368003,53.74091861,220.249,2665.437,0
0.02429058,56.05694695,187.72,3600.47,0
0.022921097,54.45917246,200.332,3094.558,0
0.025909403,46.61853612,200.419,3044.388,0
0.017050177,49.66465614,193.572,4375.493,0
0.031754781,35.92072902,214.785,1795.903,0
0.032376543,45.1564041,168.044,4722.805,1
0.028500776,51.36019451,196.757,2630.215,0
0.028637901,50.56396983,190.291,2916.202,0
0.005,60.43464106,211.189,3127.895,0
0.01964151,60.56728002,197.57,3844.894,0
0.033059996,44.80701503,193.693,2765.435,0
0.020812667,44.05503674,199.675,3182.898,0
0.016489896,35.49929307,222.916,1926.859,0
0.024917044,45.51280727,198.213,2827.325,0
0.022666879,28.03508908,222.875,2027.594,0
0.031026528,47.38701333,196.875,2900.994,0
0.029433816,56.50606143,188.961,3524.758,0
0.030372195,40.15791882,200.59,1984.073,0
0.018691242,51.34564646,204.034,2870.981,0
0.010598297,52.94408029,214.158,2886.809,0
0.029609502,48.10380902,180.361,3824.074,0
0.024237286,52.50532486,196.784,2498.49,0
0.028304097,55.86442874,195.05,3996.295,0
0.021998246,54.34141077,204.554,3584.047,0
0.027159377,50.53744888,199.061,3041.531,0
0.027775092,38.97518927,187.585,3642.121,0
0.032278871,,184.47,3668.177,1
0.026193918,41.85609021,206.439,3436.802,0
0.027499595,57.21893934,190.094,3222.937,0
0.036403868,59.69399126,171.823,4733.53,1
0.024369264,43.03701061,209.641,2393.827,0
0.024989232,40.40791686,204.282,2512.586,0
0.024981124,44.97344012,201.186,3470.839,0
0.021295908,,216.214,1690.883,0
0.022214931,33.34207005,222.014,1960.439,0
0.027000901,49.24124314,198.679,3731.588,0
0.034869401,52.24965165,188.999,3388.17,0
0.013235471,52.58327384,213.242,3380.658,0
0.0229945,52.05427025,206.297,3084.416,0
0.026534754,65.11503637,185.056,4208.656,0
0.024065346,58.98481688,188.725,4204.991,0
0.020045492,46.0951298,203.985,3215.313,0
0.026941851,57.91251697,195.262,3457.839,0
0.019448735,51.5665471,203.442,4028.254,0
0.029178063,37.51706021,214.977,2493.104,0
0.02109289,42.85814233,216.179,2162.891,0
0.029497534,43.47770857,187.671,4374.699,0
0.022362164,45.91647321,211.215,3192.471,0
0.022660191,49.03385139,196.041,3891.854,0
0.027699948,38.23004772,202.727,2375.279,0
0.017959569,32.98321965,215.061,2620.842,0
0.023275327,44.1543002,216.703,2034.172,0
0.030992022,42.18891834,204.918,3064.222,0
0.018612972,49.60925131,204.262,2670.741,0
0.018961362,42.12761182,220.347,1732.491,0
0.025855425,66.24298393,176.327,5078.973,0
0.022053326,42.42349738,208.906,2801.84,0
0.025732217,46.96078541,210.675,2405.729,0
0.018205978,56.42651379,208.023,2988.886,0
0.018370178,61.85388476,203.558,3344.255,0
0.022098667,45.68378024,211.774,2219.105,0
0.039060682,58.63190912,171.108,4516.861,1
0.012248376,50.37301474,206.624,3256.642,0
0.034697395,38.15829871,203.86,2829.049,0
0.020401682,55.81117211,199.942,3078.701,0
0.016797586,,202.163,3060.693,0
0.020185752,50.88144462,203.513,2722.496,0
0.01989195,40.62593318,214.41,2467.208,0
0.034696855,38.24267646,192.26,3338.574,0
0.021072515,44.28803922,212.151,3244.206,0
0.016442665,58.08625107,190.788,4109.035,1
0.033658746,66.35858599,179.751,4108.5,0
0.014726806,,207.864,3088.911,0
0.022204575,61.41061582,193.55,3984.792,0
0.029864416,,197.143,3714.384,0
0.029955757,43.97500485,194.493,4033.153,0
0.030086651,46.47928792,194.689,2987.801,1
0.014103472,43.87529669,215.206,2969.627,0
0.020701713,44.07736507,195.774,4082.492,0
0.018916939,64.43144387,185.14,3776.903,0
0.017972267,49.78856036,213.598,2477.87,0
0.025070602,43.2761187,197.478,5316.796,0
0.017017397,52.42994002,209.618,3027.137,0
0.026800365,51.60374177,205.699,1900.545,0
0.016876823,45.48157319,213.475,2545.566,0
0.023702863,48.92936114,195.884,3291.636,0
0.023661,50.04258405,189.372,4394.299,0
0.014740466,47.46701756,212.457,2858.607,0
0.019837409,39.9851823,216.589,1661.535,0
0.023287586,54.96603857,183.398,4771.899,1
0.038194068,51.89016616,184.744,3122.095,0
0.0242957,57.41781189,199.037,2912.719,0
0.015719305,48.57318852,211.582,3016.168,0
0.007086572,52.52273614,222.599,2142.659,0
0.019025519,49.95385963,210.694,2547.221,0
0.028037686,51.28753709,193.631,2943.215,0
0.031592783,54.99354491,189.318,4081.415,0
0.01727071,61.81446905,209.435,3318.608,0
0.018614883,42.94697854,217.301,2791.698,0
0.019433284,56.3669759,207.1,3001.941,0
0.02778411,56.27007814,183.107,3999.688,0
0.0402517,44.06024352,192.093,2977.3,0
0.023621527,37.67141603,217.306,1935.552,0
0.025596406,55.12241894,197.715,3373.38,0
0.025426872,44.24731617,206.514,2731.736,0
0.034340274,40.30231981,200.408,3112.926,0
