d50,metal_impurity,lithium_input,additive_ratio,process_time,sintering_temp,humidity,tank_pressure,quality_defect
5.020709079,0.01672271,2.712265757,0.157874051,84.92803593,805.0296882,45.0226584,101.6667463,0
3.750172705,0.026459358,2.570580954,0.142285508,95.56414524,788.1942796,50.95380689,97.39898423,0
4.157041933,0.016296145,2.991628093,0.159653075,75.30605398,799.6420469,53.58659253,100.01805,0
5.106628214,0.016728868,2.291021516,0.15686394,78.80830164,815.3020434,51.69287786,,0
4.912825921,0.037890136,3.777876097,0.130765366,71.96680673,813.7038839,28,101.1486572,0
5.088003148,0.019466289,3.198764643,0.152080362,62.53814363,830.0177818,49.98464117,106.7287609,0
4.581916738,0.031246637,3.039507405,0.157243578,70.81234941,795.2381103,44.06246325,99.23250379,0
4.288886531,0.035693244,2.439142072,0.143876631,,818.9944187,58.83743372,96.8752371,0
5.463027803,0.018545961,2.319793982,0.133957309,68.75047553,800.4004665,55.05585187,101.1231594,0
3.978188172,0.010875739,2.04753415,0.151527202,61.68360629,832.1107522,49.12212655,103.9444236,0
4.09598522,0.026448149,2.890035457,0.148029933,75.87638646,808.332457,,98.7565808,0
4.057759941,0.03532198,2.647769214,0.131449047,63.95997366,793.2291415,45.99404205,104.3269144,0
4.722340925,0.017912122,2.45482935,0.152098285,63.67515661,763.03865,52.52838297,101.0196261,0
5.842897883,0.026240314,2.343566277,0.15002775,74.22262322,807.655266,59.50107514,103.1365968,0
4.482450443,0.022712722,3.023996278,0.138452082,68.29245388,830.2109437,55.41921095,,0
4.916589543,0.032412788,2.315558244,0.152375122,77.30615506,779.4438308,42.35499866,101.6277834,0
2.838767669,0.014049587,,0.149183479,81.39569661,769.5201433,53.28937534,100.4495272,0
4.796706857,0.021096027,3.206551266,0.152550237,63.23107112,822.1531454,41.42429958,99.81924446,0
4.879612061,0.020199505,4,0.161190132,70.6858037,786.9302978,51.81428837,97.26136604,0
4.242900893,0.027844092,1.890335795,0.143916668,65.19834775,774.8933904,50.8831658,100.1857495,0
4.56935284,0.018524851,2.884493667,0.141439451,84.5101013,810.2634312,51.44291154,102.3847968,0
4.186757039,0.022730523,1.715305775,0.153196606,66.41189463,835.496198,54.78677638,101.8422975,0
4.940581773,0.020508639,2.098551213,0.136477512,62.8846092,828.2288695,47.82660493,104.4621949,0
3.884274284,0.025410772,,0.148031086,73.46133468,789.2185659,53.60253822,97.03411855,0
4.405919574,0.025698467,2.454936851,0.139057926,55.38328635,826.6077287,33.22039234,99.26831167,0
4.9546826,0.016055997,3.019632602,0.148037963,50.57148112,793.4045849,49.28962842,100.1116835,0
4.637612806,0.015697262,2.558500096,0.158190437,72.83693912,802.9216245,46.9260327,101.4192616,0
4.557620474,0.031066787,1.454702882,0.162729536,68.87790948,768.2622574,50.01071877,100.3318394,0
4.773362135,0.024196334,3.653545544,0.172574241,,788.902119,43.11326657,97.0445259,0
5.091844718,0.02800715,2.304310021,0.131997942,86.87177627,762.9260344,49.32119575,97.00644405,0
4.195288806,0.02545927,1.733729696,0.147893613,80.14168781,768.3711792,55.06286332,97.59936491,0
4.370200955,0.007133156,2.51826378,0.155501218,83.10133403,825.0453701,47.94676707,103.0225323,0
5.151671997,0.030191516,2.877489807,0.152202267,57.6822276,821.2276737,46.11044695,96.0323766,0
5.385023251,0.012451849,1.557522722,0.143109225,74.84222284,771.7655187,57.09407244,100.8925332,0
5.147861653,0.030485156,3.779449606,0.147555638,87.49684042,768.6680269,,96.41392308,1
5.228783676,0.022481756,2.043986393,0.153661878,62.3650849,794.7598287,54.47632296,98.27005812,0
4.630719841,0.021426749,3.297691518,0.154181907,76.13392553,824.9164276,,100.079756,0
3.362262807,0.019094063,2.041069038,0.129923031,67.92530843,766.8693266,46.70280497,100.2039599,0
3.718645061,0.022533277,2.370860366,0.155744947,86.81833045,808.4255696,44.97212216,97.82382543,0
,0.023386534,1.927412028,0.146845011,74.67670136,811.4369458,49.6035293,98.65852703,0
3.868658289,0.016037998,1.946056772,0.141763993,57.55809663,823.0209087,52.98441855,98.87516593,0
4.530583745,0.017260284,2.056835317,0.155958387,74.89715009,799.0911788,33.88717924,93.48815377,0
4.361111169,0.028957405,1.507477368,0.144054271,58.50744022,844.8232146,46.48756872,100.5091196,0
5.447025491,0.027556487,3.142533493,0.127155978,80.75855646,797.1588521,50.42785301,97.10394642,0
5.847155333,0.013753003,2.276926603,0.136199992,75.90390542,769.9121099,47.2198127,91.66601716,0
4.180355687,0.028467303,2.338105063,0.159904136,55.54536724,829.7233603,38.11955617,101.1281331,0
5.587995869,,2.359952066,0.146761907,60.6728513,777.933386,37.28881949,100.8788015,0
4.141917314,0.009765235,3.197657095,0.15457888,68.90585945,802.5004673,53.74842223,105.5784844,0
4.274791075,0.03009791,2.472427024,0.151268435,73.45343409,822.0707136,68.47875538,96.90280894,1
4.71860131,0.032670376,2.881375138,0.152661777,65.24056087,804.3214953,65.30363846,101.0578816,1
4.406205381,0.017362778,2.264315461,0.144203135,69.01126003,776.1779575,56.8960004,94.80037269,0
3.686950439,0.032320837,3.078978495,0.131947288,66.77489311,824.9050175,53.2388407,102.4873632,1
4.381589109,0.01673876,1.877205535,0.144825614,60.85691197,781.0105289,28,103.6781017,0
4.122075866,0.024577981,2.198140629,0.162773936,82.40587426,784.2698768,44.62470381,97.25252957,0
,0.026423888,2.468228903,0.159825307,66.49679671,809.4697996,38.72144457,101.7266395,0
5.114571156,0.02446675,2.268436101,0.153131998,78.30371321,846.0468218,49.92964248,101.9552444,0
3.815979063,0.028496496,2.83890108,0.15771139,60.77080247,825.0003172,57.96392226,106.6878208,0
4.325241596,0.020118581,2.636798826,0.157211507,65.46426994,839.404794,56.5954165,,0
4.829968193,0.045952853,2.198763454,0.143600123,72.01991994,764.3906487,49.33240973,100.7108458,1
4.935589489,0.021243876,3.774086299,0.150900404,77.11422817,829.0190041,48.84777872,104.3161164,0
4.823203932,0.02174087,2.266400919,0.162671813,86.20587005,826.0876242,46.83804684,99.6843276,0
3.709699678,0.014402146,2.439654957,0.15259706,69.56443688,807.91294,43.16992622,97.82616685,0
5.307866087,0.043591642,2.469791192,0.147865842,81.57385805,767.9684401,59.00035137,100.3284561,1
3.16035706,0.025611036,2.687543565,0.153633131,84.46731942,,53.59982673,105.117558,0
5.156226678,0.031545097,3.024588068,0.141837069,62.31328895,809.1624061,51.42992771,100.9851039,0
4.463869767,0.02475683,2.195902904,0.136185209,76.95846441,768.4225513,55.69581618,96.54974352,0
4.212290975,0.020709932,2.348698431,0.167975142,73.9140618,796.6189848,49.65493128,,0
4.215630735,0.034517208,3.051895351,0.161120253,76.84410732,740,44.2809875,100.6308739,0
5.962703563,0.025775794,2.519079308,0.159985198,62.77852014,764.7670903,58.63103231,98.72661187,0
4.349579708,0.015361292,,0.138405722,61.0548543,782.3063731,66.07004309,96.50551571,0
3.776669119,0.020493525,2.099861282,0.161638503,,769.2618002,49.16033475,100.7108662,0
4.315667849,0.038588296,2.67181697,0.144345304,65.85146517,799.167931,45.34622921,97.82697244,0
4.172668877,0.029867852,2.193812,0.139834249,61.19307406,803.2188108,51.1193945,98.82388061,0
5.427577831,0.018531429,2.325376863,0.145800642,70.73530428,803.144232,50.20102969,95.2387051,0
5.349098018,0.019099243,2.053163832,0.15989622,74.60540773,808.4459404,52.76581264,93.35743789,0
4.599611644,0.042849485,2.969528723,0.143444722,76.75118949,746.6119313,42.12004058,102.8282974,1
4.713699204,,1.987129831,0.163777682,68.92332701,806.9804293,51.90880633,100.9625489,0
3.724344111,0.026657378,2.552136798,0.14995263,80.54368057,765.3275444,54.06463284,104.0743633,0
4.781283959,0.031440879,1.907626337,0.177142446,73.97727719,803.7433413,54.25703499,97.96578541,0
4.10200464,0.030247738,1.463602829,0.159320523,79.816018,823.6237045,51.53936894,103.5265197,1
3.707794349,0.023703228,3.164709598,0.150830686,71.96309804,749.7859849,49.86369689,100.4378149,0
4.516710128,0.038582481,2.597915185,0.15448394,,796.5762954,30.68713719,101.509146,0
4.112690905,0.029470999,2.646891801,0.15336297,72.107865,792.9606151,60.18306215,98.48019191,0
4.063201403,0.020378131,2.176365877,0.136998644,94.23916076,789.4836395,69.0956144,100.3858648,0
4.81748266,0.031064039,1.99387712,0.147106796,71.03721781,806.526006,44.41055651,100.8458676,1
4.726972618,0.025283752,1.642589923,0.145193996,78.68093393,752.2131645,44.19187922,101.0935751,0
4.079951824,0.016663462,2.528131054,0.146586045,73.98464649,779.2426245,51.98358049,98.38505139,0
5.494008757,,2.434245242,0.171746066,76.97763652,791.9776705,46.27385468,101.230636,0
4.811916558,0.035458356,3.482770919,0.143465617,76.21296579,817.5120804,65.2232597,100.7104784,1
4.723388011,0.023108498,2.067169427,0.149265967,86.116131,745.7260628,41.89852919,99.66049477,1
5.361310284,0.03114639,3.072186616,0.159273548,59.43022173,808.1068148,65.38356955,98.01189577,1
4.704360057,0.026779409,2.371859122,0.133580213,76.41528708,,48.28499912,99.90750246,0
4.747931994,0.029203838,2.04204558,0.153065832,81.50539877,792.7290566,61.81914932,98.83410046,0
4.632397195,0.029572219,2.482890255,,66.77736899,798.3841234,43.80391951,102.6785674,0
4.330387817,0.015147041,1.375844591,0.136237997,56.12341851,826.1415004,50.56335302,96.9078489,0
5.335223316,0.032595626,2.828492721,0.17609569,73.43638277,798.0628665,42.6579717,102.5263809,0
3.506316287,,2.847442316,0.13678569,67.87393479,834.5268909,51.68533502,95.95959235,0
6.192992955,0.018935809,2.328990471,0.13207987,84.48202277,794.2743519,58.87335849,103.6386511,0
4.584266444,0.026286343,2.569661017,0.144726946,67.08408638,797.5939088,47.39441512,94.44351443,0
4.515581593,0.023538731,2.768755731,0.128790841,68.7254889,809.0798134,50.73883231,98.77105321,0
3.782235737,0.0367484,3.118325158,0.149701769,89.84827387,769.3584548,49.94306516,100.8214115,1
4.068090843,0.039322607,,0.154445584,77.38572915,804.2457365,59.77382933,102.3077086,0
3.591957123,0.023392292,2.718818665,0.136826724,81.44717076,790.2522534,50.45928057,102.2418162,0
4.610171013,0.012093215,2.205414699,0.148109855,66.23023088,773.3454342,45.3014339,97.29792345,0
5.545340887,0.029039723,3.006255778,0.141584573,70.22240341,796.4053251,55.29102552,98.84634967,0
3.973801674,0.022011915,2.772643178,0.134030379,71.55142517,770.3298818,53.14701496,103.1312302,0
4.01496836,0.022104543,2.513597716,0.144292218,74.33022462,818.3811072,55.42819161,99.37290323,0
4.722212405,0.023461559,3.362997109,0.166089145,72.48834528,752.292946,55.83863031,94.51481407,0
3.588323722,0.022566112,2.523839715,0.137364403,67.36756584,768.3667425,52.13388934,93.97632085,0
3.994600987,0.037031251,2.449852819,0.142184061,80.11537508,790.3703128,47.86869173,93.53193087,0
5.089194001,0.023330774,1.717972942,0.15419105,76.26673369,789.0706518,48.95979151,,0
4.879806103,0.02296194,3.178668291,0.118828401,53.14334933,765.5086913,54.41487017,101.5294621,0
4.127759348,0.026951663,3.424869723,0.128784955,74.06338154,792.6977331,58.21524597,96.71878881,0
5.076771637,0.02312466,,0.143964079,86.15834294,797.5419766,36.24671093,102.1972834,0
3.974263699,0.029880397,2.980002147,0.135253816,65.94601367,781.8156503,43.58704927,97.96817745,0
5.037064655,0.027828604,2.809149555,0.168009631,86.58972457,766.4671372,43.03027142,97.27269133,0
4.989592855,0.032149738,2.711472541,0.145136339,71.25109225,806.7641587,40.37842731,102.7241885,0
4.697499794,0.0298877,,0.147113861,77.83290568,806.5024824,51.907107,101.4552816,0
4.587582005,0.013838898,1.911622609,0.129068288,79.30731357,824.5986751,56.15885514,95.97893138,0
4.547471157,0.022953386,2.550709102,0.145101244,72.20767681,777.5540688,43.71218714,99.24381155,0
5.295030927,0.019307655,2.412761952,0.148878676,70.66980555,812.3556837,57.72136394,100.6949813,0
4.820778074,0.032669835,,0.150518544,61.3882177,860,53.47207859,98.00236687,1
5.107182832,0.020652617,2.254452598,0.154587974,71.36890549,847.0812504,64.21746272,96.20637402,1
4.756099105,0.02026988,2.315737721,0.140100136,76.52430425,785.4429167,,101.4298089,0
5.413856191,0.040292575,3.351658662,0.161082466,71.2047867,821.0071182,46.17533554,100.6162316,0
4.089934629,0.022423359,2.970911357,0.150945928,69.93815652,824.5413062,42.05041698,102.9896647,0
5.157411676,,2.529994133,0.149022567,86.13241518,782.6023722,53.98338347,,0
,0.02468139,2.167477484,0.129897867,45.26395767,843.1144768,46.05712185,101.7493244,0
3.549464773,0.022084429,2.342721738,0.157645507,72.70526393,813.1680382,48.61703134,99.0729329,0
5.083917274,0.034876332,3.255077009,0.1351387,82.67887452,771.8686435,50.45197354,99.2153143,0
5.108019709,0.018461051,2.595824845,0.158224072,68.4996958,807.0070044,51.2675844,96.53897525,0
4.703465726,0.022523333,2.454349342,0.15618764,72.56689401,820.7923642,51.0549905,101.888212,0
5.05265275,0.012213676,2.14629587,0.140861805,83.93491438,758.8754438,36.28411284,100.7699762,0
3.610097217,0.024293506,3.097282237,0.15296343,80.76277281,781.319326,53.12363946,100.6341594,0
4.636181098,0.023221174,2.472334835,0.153551457,67.38493775,789.7559783,56.18031846,100.6452944,0
4.584083431,0.011601957,1.67640735,0.158684621,82.56655722,837.287291,53.37831215,98.42868166,0
4.374293487,0.02033169,3.03431202,0.151190948,77.41932598,782.2393889,56.7704325,100.7468017,0
2.963769125,0.029514323,2.663427787,0.157365694,69.73837652,809.9126766,42.45856068,97.91720871,0
4.215215397,0.033415547,2.660595611,0.151325323,81.7370734,792.2638631,54.80767428,100.6728919,0
4.93141748,0.005,2.885501327,0.160472114,70.21015342,756.2513561,54.83994701,101.9002646,1
4.761285019,0.029613969,2.933694642,0.151350424,80.75923362,789.380222,40.26717028,99.10104081,0
4.176785815,,1.128089321,0.137976243,74.85002105,792.5773878,35.10012198,100.7032933,0
5.102245864,0.020860373,2.299018768,0.138008551,58.01836369,843.7693409,42.5514121,102.1782951,0
4.408647046,0.024764588,2.612040402,0.146231408,74.99900569,808.9086411,45.68371854,97.55982876,0
4.348376136,0.017290144,2.640268771,0.155903935,82.00030626,809.0401006,46.52639653,101.8325347,0
4.980426165,0.023528541,2.524939981,0.13314438,67.95496202,789.3347106,44.80589664,99.70577929,0
5.148442596,0.02150198,2.496943284,0.169858638,82.6200061,784.3269408,54.63425577,100.4527646,1
5.015291244,0.033002837,2.572264564,0.147098076,58.73140284,828.1641401,49.68720863,96.86816779,0
4.751500364,0.022185679,1.89946448,0.13217833,82.02449213,770.5948722,45.03585103,101.4768907,0
4.898076158,0.01886944,2.343503791,0.136175494,73.89064081,801.7797716,58.27028934,92.85619798,0
4.223240471,0.024760537,3.053563318,0.152776107,92.70012871,759.8431854,48.44016091,100.4146154,0
5.786831858,0.021180714,2.37886017,0.157083933,59.64833498,746.9790178,55.05019784,96.72865824,1
3.355072468,0.033532227,3.356037389,0.159049405,78.39400991,795.3098078,50.10684473,103.7057422,0
3.891093134,0.013410449,2.504258252,0.159414808,52.97127927,840.6974446,53.57329212,95.25898205,0
4.047239999,0.032006932,2.50902515,0.143097778,45,813.4642846,47.55104761,98.47779827,1
4.042211687,0.00984736,2.011763028,0.150614204,77.07973747,793.8492271,60.32823244,100.0401274,0
4.241582145,0.023210776,2.272612844,0.170343862,70.48374324,816.1684134,53.23985855,99.13514363,0
4.009740622,0.036172862,3.476674819,0.162699372,77.0424827,814.4881974,32.24420593,101.5501085,0
5.236690003,0.020487602,2.776914706,0.175674359,75.45667205,820.3134462,50.67729025,98.52537752,0
3.382844573,0.035922084,3.240033822,0.138301996,69.85611345,786.2367689,56.49388568,99.4342416,1
4.012719898,0.030309359,1.567841184,0.136148154,67.95237749,815.5213663,,99.88825224,0
3.606369585,0.005,2.692600761,0.152803343,67.97522035,853.3692619,47.18187972,,0
5.161020615,0.01267028,2.698180322,0.146852221,,776.8042221,48.09250919,96.69801621,0
4.088147461,0.030555129,1.998754639,0.155903406,74.51605439,778.2737872,47.81036803,99.7398859,0
4.795895854,0.017249514,2.464316865,0.128391544,75.37939112,743.2987182,49.64003834,103.3692839,0
4.95734075,0.028370948,2.530091491,0.153887033,85.60529984,790.1472391,44.846334,99.45010733,0
4.615634332,0.035304727,2.968664655,0.124278045,,769.372234,47.16329962,100.8721995,0
5.809623225,0.015253358,2.264981349,0.141679142,70.71785567,740,44.04013649,104.0702895,0
4.332711618,0.028916423,2.486342033,0.169068847,60.45332898,831.5941657,59.07031418,100.3028104,0
,0.033873865,2.583507783,0.138419884,65.82002791,825.0456108,48.05904762,100.3074171,0
4.656710994,0.009376248,3.102124163,0.156193431,69.55185406,796.0797865,55.91754007,97.08514368,0
3.880603023,0.028718849,2.577416117,0.139724158,66.40301691,818.100962,54.32904671,98.79051197,0
4.985385652,0.039655527,2.866338092,0.146453892,82.01737194,752.1423685,39.49465825,96.2217608,0
4.915501781,,2.347271335,0.143667673,65.21831486,835.4893948,46.31178976,100.0483882,0
4.485568201,0.026753459,2.139331538,0.16616527,88.13795317,761.3703577,47.75945098,102.2864477,0
4.419534745,0.019809699,2.71634398,0.147977498,69.24470879,787.650151,61.02188989,102.5438762,0
4.891331704,0.006559771,2.033375591,0.142519271,66.77310335,830.2842714,32.45965207,99.63374834,0
4.030937974,0.013389525,2.314645221,0.151587961,66.84202363,805.5732436,62.17360362,102.758271,0
3.831173633,0.013278379,2.642372278,0.148109829,73.25014749,812.3541453,45.30787479,100.37122,0
4.428374728,0.025469204,2.560663159,0.154823925,56.91559987,831.3140771,65.14439108,94.59856392,1
5.10215805,0.016430875,2.620669108,0.14625032,59.06960789,811.2516901,51.16411844,100.7340458,0
4.204457324,0.021597742,2.299596657,0.155874827,64.83318603,806.0229438,47.43567697,101.2231851,0
3.411866399,0.030520874,1.647089059,0.143663725,86.8249247,769.9089311,49.13413329,94.96266872,0
5.497466767,0.010339143,2.364224498,0.148460581,74.42397573,841.2220446,52.87165153,104.470373,0
