id,timestamp,d50,d90,metal_impurity,lithium_input,additive_ratio,process_time,sintering_temp,humidity,tank_pressure,operator_id,capacity
LOT-20251202-00050,2025-12-02 8:20,4.515105671,9.225018343,0.008656547,2.084713105,0.149601906,65.08215359,795.1111918,50.55504908,106.2309416,OP_C,222.478
LOT-20251202-00052,2025-12-02 8:40,3.675476465,8.264105028,0.019373476,2.561132195,0.149853256,77.37328275,775.4038599,47.7250893,98.77876529,OP_B,207.928
LOT-20251202-00053,2025-12-02 8:50,5.184277148,10.03821737,0.007343744,1.677583135,0.148915202,71.66178475,799.3209167,61.46571605,100.6692392,OP_B,217.633
LOT-20251202-00054,2025-12-02 9:00,5.001708439,9.650976898,0.029884462,2.739279138,0.151665314,71.14744402,815.308221,58.68229604,101.9967557,OP_C,197.542
LOT-20251202-00055,2025-12-02 9:10,4.234977575,7.656793885,0.02185657,2.913062522,0.161638622,81.85038116,752.1294881,38.03951336,94.02756401,OP_A,201.912
LOT-20251202-00056,2025-12-02 9:20,6.178882218,11.85782351,0.017786739,1.068958924,0.152650802,74.49324056,784.599312,45.52342171,101.3046528,OP_C,217.426
LOT-20251202-00057,2025-12-02 9:30,4.70906609,8.81582609,0.014919661,2.88163457,0.156978154,61.17494537,802.4160802,44.49302174,102.0049781,OP_B,220.134
LOT-20251202-00058,2025-12-02 9:40,3.80056446,7.617211814,0.015245005,2.037961437,0.149314858,81.4430848,818.3705348,61.64036461,98.67239286,OP_B,202.726
LOT-20251202-00059,2025-12-02 9:50,5.180245796,9.661803528,0.016465782,2.687782048,0.142612287,63.0323525,756.6632129,55.09976722,95.30272278,OP_B,207.199
LOT-20251202-00060,2025-12-02 10:00,5.338039913,10.82084297,0.021756674,2.468396418,0.146408151,72.93476492,768.6557305,47.97297945,99.46232012,OP_B,208.281
LOT-20251202-00064,2025-12-02 10:40,3.606624452,7.939678644,0.026669808,2.504898491,0.136436523,57.27145142,810.3521419,30.72062427,101.090363,OP_B,218.181
LOT-20251202-00065,2025-12-02 10:50,3.654136972,6.599172798,0.027438345,2.903100318,0.135776257,90.04488958,801.7903115,62.88892919,100.7063451,OP_C,188.399
LOT-20251202-00066,2025-12-02 11:00,5.003836783,10.6043963,0.024540903,2.864610106,0.130250379,72.16902466,783.0680959,51.93327776,102.4378039,OP_B,207.595
LOT-20251202-00068,2025-12-02 11:20,5.39421109,10.22596036,0.031091713,2.6182379,0.150416445,76.14547352,829.8497573,55.71056109,96.15209605,OP_B,176.634
LOT-20251202-00069,2025-12-02 11:30,4.915923198,8.245537132,0.021327262,3.170901022,0.143883617,64.67255762,790.6927405,45.73238122,101.4134089,OP_C,209.775
LOT-20251202-00071,2025-12-02 11:50,4.511312001,7.980450372,0.020837507,2.184296911,0.144626748,86.20676842,778.0742705,51.37568266,106.1580549,OP_C,201.45
LOT-20251202-00072,2025-12-02 12:00,4.562337263,8.58246709,0.011380859,1.970048104,0.136962593,76.52596532,796.5321824,63.34310089,99.4774818,OP_B,212.197
LOT-20251202-00073,2025-12-02 12:10,4.705482334,8.319079227,0.027271264,2.517146278,0.138975769,62.61571744,823.7418423,49.85949739,94.92411205,OP_B,199.345
LOT-20251202-00075,2025-12-02 12:30,4.393882573,8.510343871,0.018954293,2.534930952,0.156167759,60.80476971,860,48.66457656,101.1631094,OP_B,193.379
LOT-20251202-00076,2025-12-02 12:40,4.577841697,9.700968353,0.018321654,2.293043749,0.143752263,74.28166029,786.6567742,46.32927605,104.4951233,OP_A,208.285
LOT-20251202-00077,2025-12-02 12:50,5.832946095,11.07454044,0.029132728,2.739433667,0.138848439,83.82326115,798.8820169,42.29089245,93.03893196,OP_B,211.698
LOT-20251202-00078,2025-12-02 13:00,5.092456593,9.97923958,0.019291977,2.023600933,0.15358549,75.74324397,808.0582534,42.71540093,97.07212355,OP_A,218.688
LOT-20251202-00079,2025-12-02 13:10,4.282403775,8.023971455,0.021029585,2.721533251,0.132365221,77.85296826,773.7380728,40.27287261,99.36792996,OP_C,214.156
LOT-20251202-00080,2025-12-02 13:20,4.76027828,8.749700583,0.035115498,3.47268782,0.162611789,67.59608463,834.1050048,42.61690846,95.51008393,OP_C,183.571
LOT-20251202-00081,2025-12-02 13:30,4.995520005,10.31007164,0.022984003,2.527432094,0.150781437,72.67931208,820.2828036,48.49863207,101.6462165,OP_B,210.132
LOT-20251202-00082,2025-12-02 13:40,5.103588624,11.08453775,0.018129914,2.143343236,0.129401646,93.3928106,767.1084979,41.83501584,103.5631753,OP_A,204.46
LOT-20251202-00083,2025-12-02 13:50,4.000001341,8.848298111,0.019772484,3.493781425,0.137849321,83.907891,817.8076535,47.60588237,100.0343539,OP_A,201.65
LOT-20251202-00084,2025-12-02 14:00,4.965718722,9.980672716,0.01725565,2.486286806,0.154353711,68.94560151,826.6390626,59.99732214,101.3276369,OP_C,202.318
LOT-20251202-00085,2025-12-02 14:10,5.277761424,11.10664411,0.020998245,3.145235513,0.165289953,72.69113077,805.354894,63.45453295,96.16047713,OP_A,197.839
LOT-20251202-00086,2025-12-02 14:20,4.169540189,9.527770349,0.030155654,2.907309692,0.134973479,70.09138972,803.029053,50.48308743,101.1909739,OP_C,193.359
LOT-20251202-00087,2025-12-02 14:30,4.213241708,7.77188019,0.023319766,2.355878291,0.137175728,68.08729647,789.6015485,48.37668812,100.1326371,OP_A,211.688
LOT-20251202-00088,2025-12-02 14:40,4.359503441,8.258811872,0.029146271,3.516386937,0.158592237,69.30654499,808.5910165,57.96561109,99.63194609,OP_B,193.405
LOT-20251202-00089,2025-12-02 14:50,5.081168061,10.09895215,0.027451811,1.959653029,0.146677713,67.81463487,802.5300767,58.7998372,103.8619933,OP_C,195.947
LOT-20251202-00090,2025-12-02 15:00,4.566488354,9.274736337,0.024408511,2.274936917,0.151114528,77.52554434,791.6093114,44.97547133,98.48812678,OP_B,207.093
LOT-20251202-00091,2025-12-02 15:10,5.173337549,10.05166273,0.016075244,1.952356759,0.129381548,75.7170494,790.5561408,33.06676441,96.51376146,OP_A,220.815
LOT-20251202-00092,2025-12-02 15:20,3.863769195,7.743858123,0.025186371,2.108570141,0.144201935,87.17491688,740,40.97775388,104.6843146,OP_C,189.197
LOT-20251202-00093,2025-12-02 15:30,3.617174092,7.74790817,0.026234573,2.600605079,0.16553691,59.08632536,839.6070412,50.28461182,105.7151806,OP_C,195.719
LOT-20251202-00094,2025-12-02 15:40,2.630396451,6.051139634,0.023812364,3.061247353,0.143102498,65.86487139,817.9280995,47.1053397,102.9069936,OP_A,214.058
LOT-20251202-00095,2025-12-02 15:50,4.476878789,9.01185325,0.02808109,1.879316382,0.138179806,69.2115229,806.0807931,55.33258135,94.1890992,OP_B,198.501
LOT-20251202-00096,2025-12-02 16:00,4.766566748,9.87884752,0.030042926,3.108006836,0.147534127,60.68385245,802.7043739,45.32100692,98.77916875,OP_B,205.465
LOT-20251202-00097,2025-12-02 16:10,4.293362813,9.224194454,0.034743712,3.249710373,0.146965799,87.14683218,764.3549108,48.23226146,99.96304212,OP_B,188.263
LOT-20251202-00098,2025-12-02 16:20,5.285902523,9.810015505,0.041003692,2.132335556,0.143686606,71.92302772,751.6425422,59.95957903,100.86675,OP_A,175.911
LOT-20251202-00099,2025-12-02 16:30,5.095639242,9.071346829,0.027608451,2.212368713,0.141239827,77.476739,798.4368891,58.39471688,99.06476101,OP_C,197.667
LOT-20251202-00100,2025-12-02 16:40,4.264369159,8.64923368,0.025797487,2.485816547,0.168602982,64.6895932,783.9061164,45.02234044,104.7648283,OP_A,197.545
LOT-20251202-00101,2025-12-02 16:50,5.020709079,10.18549651,0.01672271,2.712265757,0.157874051,84.92803593,805.0296882,45.0226584,101.6667463,OP_A,212.97
LOT-20251202-00102,2025-12-02 17:00,3.750172705,7.648455964,0.026459358,2.570580954,0.142285508,95.56414524,788.1942796,50.95380689,97.39898423,OP_B,202.942
LOT-20251202-00103,2025-12-02 17:10,4.157041933,8.782131353,0.016296145,2.991628093,0.159653075,75.30605398,799.6420469,53.58659253,100.01805,OP_A,210.435
LOT-20251202-00104,2025-12-02 17:20,5.106628214,10.18466252,0.016728868,2.291021516,0.15686394,78.80830164,815.3020434,51.69287786,102.5979059,OP_A,208.442
LOT-20251202-00105,2025-12-02 17:30,4.912825921,8.990585933,0.037890136,3.777876097,0.130765366,71.96680673,813.7038839,28,101.1486572,OP_C,198.11
LOT-20251202-00106,2025-12-02 17:40,5.088003148,9.378598859,0.019466289,3.198764643,0.152080362,62.53814363,830.0177818,49.98464117,106.7287609,OP_B,200.5
LOT-20251202-00108,2025-12-02 18:00,4.288886531,8.926166102,0.035693244,2.439142072,0.143876631,69.71622836,818.9944187,58.83743372,96.8752371,OP_C,177.043
LOT-20251202-00110,2025-12-02 18:20,3.978188172,8.208772134,0.010875739,2.04753415,0.151527202,61.68360629,832.1107522,49.12212655,103.9444236,OP_C,216.79
LOT-20251202-00111,2025-12-02 18:30,4.09598522,8.101737156,0.026448149,2.890035457,0.148029933,75.87638646,808.332457,55.07128302,98.7565808,OP_B,193.424
LOT-20251202-00112,2025-12-02 18:40,4.057759941,8.294237226,0.03532198,2.647769214,0.131449047,63.95997366,793.2291415,45.99404205,104.3269144,OP_A,204.54
LOT-20251202-00113,2025-12-02 18:50,4.722340925,9.151905257,0.017912122,2.45482935,0.152098285,63.67515661,763.03865,52.52838297,101.0196261,OP_A,201.245
LOT-20251202-00114,2025-12-02 19:00,5.842897883,10.92141256,0.026240314,2.343566277,0.15002775,74.22262322,807.655266,59.50107514,103.1365968,OP_A,191.984
LOT-20251202-00115,2025-12-02 19:10,4.482450443,9.031906271,0.022712722,3.023996278,0.138452082,68.29245388,830.2109437,55.41921095,102.4170359,OP_A,202.316
LOT-20251202-00116,2025-12-02 19:20,4.916589543,9.760104557,0.032412788,2.315558244,0.152375122,77.30615506,779.4438308,42.35499866,101.6277834,OP_A,201.952
LOT-20251202-00117,2025-12-02 19:30,2.838767669,7.103709556,0.014049587,2.070526178,0.149183479,81.39569661,769.5201433,53.28937534,100.4495272,OP_C,197.798
LOT-20251202-00120,2025-12-02 20:00,4.242900893,8.963448418,0.027844092,1.890335795,0.143916668,65.19834775,774.8933904,50.8831658,100.1857495,OP_B,200.275
LOT-20251202-00121,2025-12-02 20:10,4.56935284,9.41232206,0.018524851,2.884493667,0.141439451,84.5101013,810.2634312,51.44291154,102.3847968,OP_B,205.782
LOT-20251202-00122,2025-12-02 20:20,4.186757039,7.664440016,0.022730523,1.715305775,0.153196606,66.41189463,835.496198,54.78677638,101.8422975,OP_A,198.322
LOT-20251202-00126,2025-12-02 21:00,4.9546826,8.556876886,0.016055997,3.019632602,0.148037963,50.57148112,793.4045849,49.28962842,100.1116835,OP_A,215.82
LOT-20251202-00127,2025-12-02 21:10,4.637612806,9.806949221,0.015697262,2.558500096,0.158190437,72.83693912,802.9216245,46.9260327,101.4192616,OP_C,210.409
LOT-20251202-00128,2025-12-02 21:20,4.557620474,8.383791867,0.031066787,1.454702882,0.162729536,68.87790948,768.2622574,50.01071877,100.3318394,OP_B,194.147
LOT-20251202-00129,2025-12-02 21:30,4.773362135,9.237453585,0.024196334,3.653545544,0.172574241,71.77003806,788.902119,43.11326657,97.0445259,OP_A,215.474
LOT-20251202-00132,2025-12-02 22:00,4.370200955,8.04686833,0.007133156,2.51826378,0.155501218,83.10133403,825.0453701,47.94676707,103.0225323,OP_B,220.832
LOT-20251202-00134,2025-12-02 22:20,5.385023251,8.88401375,0.012451849,1.557522722,0.143109225,74.84222284,771.7655187,57.09407244,100.8925332,OP_A,207.553
LOT-20251202-00136,2025-12-02 22:40,5.228783676,9.504162461,0.022481756,2.043986393,0.153661878,62.3650849,794.7598287,54.47632296,98.27005812,OP_B,199.4
LOT-20251202-00137,2025-12-02 22:50,4.630719841,8.617091543,0.021426749,3.297691518,0.154181907,76.13392553,824.9164276,54.56429629,100.079756,OP_A,211.898
LOT-20251202-00138,2025-12-02 23:00,3.362262807,7.684150887,0.019094063,2.041069038,0.129923031,67.92530843,766.8693266,46.70280497,100.2039599,OP_A,206.395
LOT-20251202-00139,2025-12-02 23:10,3.718645061,7.40840228,0.022533277,2.370860366,0.155744947,86.81833045,808.4255696,44.97212216,97.82382543,OP_B,214.5
LOT-20251202-00140,2025-12-02 23:20,3.810971517,8.241768599,0.023386534,1.927412028,0.146845011,74.67670136,811.4369458,49.6035293,98.65852703,OP_B,208.012
LOT-20251202-00141,2025-12-02 23:30,3.868658289,8.919806001,0.016037998,1.946056772,0.141763993,57.55809663,823.0209087,52.98441855,98.87516593,OP_A,207.114
LOT-20251202-00142,2025-12-02 23:40,4.530583745,8.255135246,0.017260284,2.056835317,0.155958387,74.89715009,799.0911788,33.88717924,93.48815377,OP_C,222.387
LOT-20251202-00143,2025-12-02 23:50,4.361111169,9.27580848,0.028957405,1.507477368,0.144054271,58.50744022,844.8232146,46.48756872,100.5091196,OP_C,196.889
LOT-20251203-00145,2025-12-03 0:10,5.847155333,11.4876313,0.013753003,2.276926603,0.136199992,75.90390542,769.9121099,47.2198127,91.66601716,OP_B,214.93
LOT-20251203-00146,2025-12-03 0:20,4.180355687,8.453910801,0.028467303,2.338105063,0.159904136,55.54536724,829.7233603,38.11955617,101.1281331,OP_A,201.095
LOT-20251203-00147,2025-12-03 0:30,5.587995869,10.16846684,0.015469125,2.359952066,0.146761907,60.6728513,777.933386,37.28881949,100.8788015,OP_B,219.058
LOT-20251203-00148,2025-12-03 0:40,4.141917314,7.924465865,0.009765235,3.197657095,0.15457888,68.90585945,802.5004673,53.74842223,105.5784844,OP_B,214.449
LOT-20251203-00149,2025-12-03 0:50,4.274791075,8.5591647,0.03009791,2.472427024,0.151268435,73.45343409,822.0707136,68.47875538,96.90280894,OP_A,179.238
LOT-20251203-00151,2025-12-03 1:10,4.406205381,9.640854274,0.017362778,2.264315461,0.144203135,69.01126003,776.1779575,56.8960004,94.80037269,OP_B,204.409
LOT-20251203-00152,2025-12-03 1:20,3.686950439,7.978562563,0.032320837,3.078978495,0.131947288,66.77489311,824.9050175,53.2388407,102.4873632,OP_B,172.796
LOT-20251203-00153,2025-12-03 1:30,4.381589109,8.859158351,0.01673876,1.877205535,0.144825614,60.85691197,781.0105289,28,103.6781017,OP_A,227.81
LOT-20251203-00155,2025-12-03 1:50,3.522575374,7.075965588,0.026423888,2.468228903,0.159825307,66.49679671,809.4697996,38.72144457,101.7266395,OP_A,205.109
LOT-20251203-00156,2025-12-03 2:00,5.114571156,9.083527011,0.02446675,2.268436101,0.153131998,78.30371321,846.0468218,49.92964248,101.9552444,OP_A,198.102
LOT-20251203-00157,2025-12-03 2:10,3.815979063,7.734319808,0.028496496,2.83890108,0.15771139,60.77080247,825.0003172,57.96392226,106.6878208,OP_A,189.497
LOT-20251203-00158,2025-12-03 2:20,4.325241596,8.546179116,0.020118581,2.636798826,0.157211507,65.46426994,839.404794,56.5954165,97.26566913,OP_C,201.231
LOT-20251203-00159,2025-12-03 2:30,4.829968193,10.22245138,0.045952853,2.198763454,0.143600123,72.01991994,764.3906487,49.33240973,100.7108458,OP_A,163.999
LOT-20251203-00160,2025-12-03 2:40,4.935589489,9.542043109,0.021243876,3.774086299,0.150900404,77.11422817,829.0190041,48.84777872,104.3161164,OP_B,206.479
LOT-20251203-00161,2025-12-03 2:50,4.823203932,9.593118759,0.02174087,2.266400919,0.162671813,86.20587005,826.0876242,46.83804684,99.6843276,OP_C,198.831
LOT-20251203-00162,2025-12-03 3:00,3.709699678,6.910996796,0.014402146,2.439654957,0.15259706,69.56443688,807.91294,43.16992622,97.82616685,OP_A,221.117
LOT-20251203-00163,2025-12-03 3:10,5.307866087,10.24876408,0.043591642,2.469791192,0.147865842,81.57385805,767.9684401,59.00035137,100.3284561,OP_B,180.577
LOT-20251203-00165,2025-12-03 3:30,5.156226678,9.450690335,0.031545097,3.024588068,0.141837069,62.31328895,809.1624061,51.42992771,100.9851039,OP_A,193.389
LOT-20251203-00168,2025-12-03 4:00,4.215630735,7.765242874,0.034517208,3.051895351,0.161120253,76.84410732,740,44.2809875,100.6308739,OP_A,184.167
LOT-20251203-00169,2025-12-03 4:10,5.962703563,11.80820822,0.025775794,2.519079308,0.159985198,62.77852014,764.7670903,58.63103231,98.72661187,OP_C,190.961
LOT-20251203-00170,2025-12-03 4:20,4.349579708,8.191140701,0.015361292,2.35679962,0.138405722,61.0548543,782.3063731,66.07004309,96.50551571,OP_A,199.629
LOT-20251203-00171,2025-12-03 4:30,3.776669119,7.312504477,0.020493525,2.099861282,0.161638503,64.79256747,769.2618002,49.16033475,100.7108662,OP_A,203.867
LOT-20251203-00175,2025-12-03 5:10,5.349098018,9.993321915,0.019099243,2.053163832,0.15989622,74.60540773,808.4459404,52.76581264,93.35743789,OP_A,206.557
LOT-20251203-00176,2025-12-03 5:20,4.599611644,9.061716787,0.042849485,2.969528723,0.143444722,76.75118949,746.6119313,42.12004058,102.8282974,OP_C,175.648
LOT-20251203-00178,2025-12-03 5:40,3.724344111,7.880171623,0.026657378,2.552136798,0.14995263,80.54368057,765.3275444,54.06463284,104.0743633,OP_B,201.239
LOT-20251203-00179,2025-12-03 5:50,4.781283959,9.012692545,0.031440879,1.907626337,0.177142446,73.97727719,803.7433413,54.25703499,97.96578541,OP_A,190.102
LOT-20251203-00181,2025-12-03 6:10,3.707794349,8.263948691,0.023703228,3.164709598,0.150830686,71.96309804,749.7859849,49.86369689,100.4378149,OP_C,187.779
LOT-20251203-00182,2025-12-03 6:20,4.516710128,8.95634891,0.038582481,2.597915185,0.15448394,73.78109624,796.5762954,30.68713719,101.509146,OP_C,205.481
LOT-20251203-00183,2025-12-03 6:30,4.112690905,7.414178587,0.029470999,2.646891801,0.15336297,72.107865,792.9606151,60.18306215,98.48019191,OP_C,191.634
LOT-20251203-00184,2025-12-03 6:40,4.063201403,8.986836123,0.020378131,2.176365877,0.136998644,94.23916076,789.4836395,69.0956144,100.3858648,OP_C,186.055
LOT-20251203-00185,2025-12-03 6:50,4.81748266,9.799150171,0.031064039,1.99387712,0.147106796,71.03721781,806.526006,44.41055651,100.8458676,OP_A,194.071
LOT-20251203-00186,2025-12-03 7:00,4.726972618,9.055600889,0.025283752,1.642589923,0.145193996,78.68093393,752.2131645,44.19187922,101.0935751,OP_B,207.368
LOT-20251203-00187,2025-12-03 7:10,4.079951824,7.356402756,0.016663462,2.528131054,0.146586045,73.98464649,779.2426245,51.98358049,98.38505139,OP_C,206.371
LOT-20251203-00188,2025-12-03 7:20,5.494008757,9.979909448,0.038465814,2.434245242,0.171746066,76.97763652,791.9776705,46.27385468,101.230636,OP_A,188.951
LOT-20251203-00189,2025-12-03 7:30,4.811916558,9.421488831,0.035458356,3.482770919,0.143465617,76.21296579,817.5120804,65.2232597,100.7104784,OP_A,174.597
LOT-20251203-00190,2025-12-03 7:40,4.723388011,9.736088045,0.023108498,2.067169427,0.149265967,86.116131,745.7260628,41.89852919,99.66049477,OP_B,187.822
LOT-20251203-00191,2025-12-03 7:50,5.361310284,10.11795376,0.03114639,3.072186616,0.159273548,59.43022173,808.1068148,65.38356955,98.01189577,OP_B,181.506
LOT-20251203-00192,2025-12-03 8:00,4.704360057,8.519599516,0.026779409,2.371859122,0.133580213,76.41528708,813.8061104,48.28499912,99.90750246,OP_B,202.03
LOT-20251203-00193,2025-12-03 8:10,4.747931994,8.948428876,0.029203838,2.04204558,0.153065832,81.50539877,792.7290566,61.81914932,98.83410046,OP_A,192.31
LOT-20251203-00195,2025-12-03 8:30,4.330387817,8.083020104,0.015147041,1.375844591,0.136237997,56.12341851,826.1415004,50.56335302,96.9078489,OP_A,197.588
LOT-20251203-00196,2025-12-03 8:40,5.335223316,9.61483415,0.032595626,2.828492721,0.17609569,73.43638277,798.0628665,42.6579717,102.5263809,OP_C,214.765
LOT-20251203-00197,2025-12-03 8:50,3.506316287,7.401123902,0.015915947,2.847442316,0.13678569,67.87393479,834.5268909,51.68533502,95.95959235,OP_B,204.399
LOT-20251203-00198,2025-12-03 9:00,6.192992955,10.82665358,0.018935809,2.328990471,0.13207987,84.48202277,794.2743519,58.87335849,103.6386511,OP_C,204.107
LOT-20251203-00199,2025-12-03 9:10,4.584266444,8.874636781,0.026286343,2.569661017,0.144726946,67.08408638,797.5939088,47.39441512,94.44351443,OP_A,212.833
LOT-20251203-00200,2025-12-03 9:20,4.515581593,9.049785437,0.023538731,2.768755731,0.128790841,68.7254889,809.0798134,50.73883231,98.77105321,OP_B,196.098
LOT-20251203-00201,2025-12-03 9:30,3.782235737,8.363309535,0.0367484,3.118325158,0.149701769,89.84827387,769.3584548,49.94306516,100.8214115,OP_C,179.55
LOT-20251203-00203,2025-12-03 9:50,3.591957123,7.539372942,0.023392292,2.718818665,0.136826724,81.44717076,790.2522534,50.45928057,102.2418162,OP_B,209.73
LOT-20251203-00204,2025-12-03 10:00,4.610171013,8.397440305,0.012093215,2.205414699,0.148109855,66.23023088,773.3454342,45.3014339,97.29792345,OP_B,210.05
